Rank,Issn,,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
8323,1120-6330,,0.684,0.647,0.913,,,
8331,0003-469X,,0.683,0.509,0.091,,,
8331,0103-9733,,0.683,0.709,0.230,,,
8331,1477-8238,,0.683,0.987,0.249,,,
8331,2070-2051,,0.683,0.523,0.079,,,
8331,0271-8294,,0.683,0.912,0.410,,,
8331,1474-7456,,0.683,0.848,0.680,,,
8331,1280-9551,,0.683,0.777,0.247,,,
8338,0004-2730,,0.682,0.898,0.202,,,
8338,1832-8105,,0.682,0.733,0.326,,,
8338,0930-777X,,0.682,0.588,0.167,,,
8338,1601-5029,,0.682,Not Available,Not Available,,,
8338,0283-2631,,0.682,0.747,0.169,,,
8338,1385-1292,,0.682,0.604,0.423,,,
8338,1381-2890,,0.682,Not Available,Not Available,,,
8338,0082-5638,,0.682,0.691,0.195,,,
8346,0095-4616,,0.681,0.953,0.933,,,
8346,0361-1434,,0.681,0.758,0.233,,,
8346,0025-5874,,0.681,0.799,1.123,,,
8349,1539-9087,,0.680,0.967,0.477,,,
8349,1124-4909,,0.680,0.936,0.246,,,
8351,1610-1928,,0.679,0.679,0.303,,,
8351,1874-463X,,0.679,Not Available,Not Available,,,
8351,0747-4938,,0.679,1.219,1.149,,,
8351,0747-4938,,0.679,1.219,1.149,,,
8351,0253-7613,,0.679,0.692,0.133,,,
8351,1680-7073,,0.679,0.676,0.137,,,
8351,0028-8233,,0.679,1.011,0.297,,,
8351,0736-9735,,0.679,0.864,0.377,,,
8351,1645-6726,,0.679,0.636,0.423,,,
8351,0256-0100,,0.679,0.764,0.155,,,
8361,1519-6984,,0.678,1.015,0.300,,,
8361,1875-6867,,0.678,0.746,0.223,,,
8361,1875-6867,,0.678,0.746,0.223,,,
8361,0028-8330,,0.678,1.091,0.360,,,
8365,0166-218X,,0.677,0.838,0.667,,,
8365,1018-5895,,0.677,0.591,0.233,,,
8365,0034-7752,,0.677,0.515,0.056,,,
8368,1474-7731,,0.676,0.851,0.521,,,
8368,1751-9659,,0.676,0.795,0.169,,,
8368,1072-0537,,0.676,0.690,0.184,,,
8368,1049-2275,,0.676,0.860,0.242,,,
8368,0100-204X,,0.676,0.976,0.318,,,
8368,1424-7755,,0.676,0.567,0.475,,,
8374,0017-0011,,0.675,0.546,0.065,,,
8374,0020-7152,,0.675,1.612,0.803,,,
8374,1862-5282,,0.675,0.719,0.261,,,
8374,0936-9937,,0.675,1.512,0.652,,,
8374,0334-2123,,0.675,0.872,0.252,,,
8374,1465-8011,,0.675,0.671,0.168,,,
8374,1070-4280,,0.675,0.608,0.094,,,
8374,0505-401X,,0.675,Not Available,Not Available,,,
8382,1536-1365,,0.674,0.723,0.712,,,
8382,0748-1187,,0.674,1.176,0.330,,,
8382,1142-2904,,0.674,0.810,0.196,,,
8382,1532-4400,,0.674,0.961,0.605,,,
8386,1705-5105,,0.673,0.736,0.426,,,
8386,0030-400X,,0.673,0.584,0.150,,,
8386,1246-7820,,0.673,0.759,0.197,,,
8389,0892-7936,,0.672,1.123,0.320,,,
8389,0892-7936,,0.672,1.123,0.320,,,
8389,1913-2751,,0.672,0.915,0.201,,,
8389,1082-6742,,0.672,0.714,0.193,,,
8389,1744-1374,,0.672,Not Available,Not Available,,,
8389,1806-6690,,0.672,0.658,0.175,,,
8395,2095-0357,,0.671,0.621,0.142,,,
8395,0364-9024,,0.671,0.788,1.108,,,
8395,1023-2796,,0.671,0.807,0.227,,,
8398,0015-7546,,0.670,0.981,0.302,,,
8398,0933-4173,,0.670,0.667,0.134,,,
8398,0085-5626,,0.670,0.859,0.304,,,
8401,0151-9638,,0.669,0.554,0.134,,,
8401,0954-1748,,0.669,Not Available,Not Available,,,
8403,0300-8495,,0.668,0.712,0.214,,,
8403,0023-1584,,0.668,0.711,0.177,,,
8405,0893-5394,,0.667,0.767,0.283,,,
8405,1214-9705,,0.667,0.604,0.157,,,
8405,0001-6810,,0.667,1.056,0.685,,,
8405,0813-4839,,0.667,0.804,0.226,,,
8405,0008-347X,,0.667,0.880,0.286,,,
8405,0181-1568,,0.667,0.966,0.281,,,
8405,1748-8958,,0.667,0.928,0.431,,,
8405,0924-6703,,0.667,1.010,0.557,,,
8405,0091-4150,,0.667,1.126,0.427,,,
8405,1076-9307,,0.667,0.724,0.338,,,
8405,0792-4259,,0.667,0.728,0.202,,,
8405,1542-3980,,0.667,0.684,0.195,,,
8405,0128-1283,,0.667,0.675,0.174,,,
8405,1383-4924,,0.667,0.818,0.906,,,
8405,0255-2922,,0.667,Not Available,Not Available,,,
8405,1550-2724,,0.667,0.683,0.247,,,
8405,1354-5078,,0.667,0.704,0.498,,,
8405,0363-3624,,0.667,0.794,0.198,,,
8405,0363-3624,,0.667,0.794,0.198,,,
8405,0301-1569,,0.667,0.983,0.281,,,
8405,0030-5685,,0.667,0.872,0.276,,,
8405,0966-7903,,0.667,Not Available,Not Available,,,
8405,0966-7903,,0.667,Not Available,Not Available,,,
8405,1026-2881,,0.667,0.418,0.240,,,
8405,0031-8248,,0.667,1.061,0.400,,,
8405,0031-8248,,0.667,1.061,0.400,,,
8405,0738-0658,,0.667,0.687,0.154,,,
8405,0080-6757,,0.667,1.086,0.748,,,
8405,0924-3453,,0.667,1.269,0.511,,,
8405,1058-9244,,0.667,0.929,0.417,,,
8435,0023-2165,,0.665,0.526,0.126,,,
8435,0085-4530,,0.665,0.619,0.145,,,
8437,0003-4266,,0.664,0.710,0.189,,,
8437,1532-5008,,0.664,0.690,0.144,,,
8437,1537-6494,,0.664,0.982,0.349,,,
8437,0736-2994,,0.664,0.703,0.516,,,
8441,2154-2287,,0.663,0.672,0.179,,,
8441,0325-7541,,0.663,0.716,0.199,,,
8443,0001-5296,,0.662,0.916,0.190,,,
8443,1680-6905,,0.662,0.840,0.250,,,
8443,1065-657X,,0.662,0.673,0.193,,,
8443,1687-5281,,0.662,0.818,0.383,,,
8443,0369-9420,,0.662,0.720,0.122,,,
8448,0020-3157,,0.661,0.898,0.848,,,
8448,0009-286X,,0.661,0.498,0.121,,,
8448,0954-4054,,0.661,0.743,0.216,,,
8448,2165-0799,,0.661,0.696,0.159,,,
8448,2165-0799,,0.661,0.696,0.159,,,
8448,0372-8854,,0.661,0.751,0.232,,,
8454,0004-9530,,0.660,1.177,0.432,,,
8454,1481-8035,,0.660,1.321,0.487,,,
8454,0731-7115,,0.660,0.722,0.241,,,
8454,0731-7115,,0.660,0.722,0.241,,,
8454,1790-7632,,0.660,1.037,0.213,,,
8454,0895-9285,,0.660,1.496,0.818,,,
8454,1368-1613,,0.660,0.925,0.299,,,
8454,1045-926X,,0.660,0.800,0.395,,,
8454,1392-8716,,0.660,0.436,0.071,,,
8454,0024-998X,,0.660,0.521,0.181,,,
8454,1350-6501,,0.660,0.847,0.249,,,
8454,1023-1935,,0.660,0.643,0.120,,,
8454,0098-1389,,0.660,0.868,0.238,,,
8467,1036-1146,,0.659,0.564,0.254,,,
8467,0197-3533,,0.659,1.128,0.567,,,
8467,1451-9372,,0.659,0.734,0.175,,,
8467,0435-3684,,0.659,1.358,0.550,,,
8467,0021-2172,,0.659,0.714,1.056,,,
8467,0735-6331,,0.659,0.858,0.325,,,
8467,1480-2422,,0.659,0.781,0.162,,,
8467,1446-6368,,0.659,1.032,0.250,,,
8475,0003-6838,,0.658,0.754,0.171,,,
8475,0826-8185,,0.658,0.478,0.135,,,
8475,1352-7258,,0.658,0.629,0.152,,,
8475,0024-3949,,0.658,0.626,0.383,,,
8475,0025-584X,,0.658,0.774,0.747,,,
8475,0100-4042,,0.658,0.864,0.167,,,
8475,1027-5487,,0.658,0.677,0.324,,,
8482,0885-7482,,0.657,1.356,0.485,,,
8482,0965-7576,,0.657,0.968,0.475,,,
8482,0042-0859,,0.657,0.753,0.325,,,
8485,0137-5075,,0.656,0.503,0.126,,,
8485,1431-0643,,0.656,0.865,1.460,,,
8485,0169-5983,,0.656,0.886,0.454,,,
8485,1226-7708,,0.656,0.608,0.126,,,
8485,0017-4947,,0.656,0.444,0.041,,,
8485,1060-152X,,0.656,0.665,0.245,,,
8485,0972-6802,,0.656,0.637,0.436,,,
8485,1345-6296,,0.656,0.726,0.301,,,
8485,1042-9832,,0.656,0.844,1.199,,,
8485,0398-7620,,0.656,1.049,0.274,,,
8485,0037-5497,,0.656,0.737,0.216,,,
8496,1079-0969,,0.655,Not Available,Not Available,,,
8496,1748-5673,,0.655,0.845,0.195,,,
8496,1471-6577,,0.655,0.377,0.099,,,
8499,1430-144X,,0.654,0.639,0.209,,,
8499,0723-0869,,0.654,0.850,1.041,,,
8499,0017-8322,,0.654,0.810,0.388,,,
8499,1793-5245,,0.654,0.726,0.159,,,
8499,2038-5625,,0.654,Not Available,Not Available,,,
8499,1063-4576,,0.654,0.639,0.158,,,
8505,2151-0733,,0.653,0.819,0.264,,,
8505,0090-6905,,0.653,0.825,0.411,,,
8505,1024-1221,,0.653,0.700,0.127,,,
8505,1660-5446,,0.653,0.731,0.450,,,
8505,0353-5053,,0.653,0.606,0.143,,,
8505,0353-5053,,0.653,0.606,0.143,,,
8505,0260-2105,,0.653,1.131,0.652,,,
8512,1569-1861,,0.652,0.489,0.097,,,
8512,1811-2382,,0.652,0.579,0.215,,,
8512,0165-2176,,0.652,Not Available,Not Available,,,
8512,1984-4670,,0.652,0.853,0.266,,,
8516,0894-9166,,0.651,0.957,0.332,,,
8516,0004-8658,,0.651,1.019,0.487,,,
8516,1930-5346,,0.651,0.598,0.705,,,
8516,1037-6178,,0.651,0.950,0.220,,,
8516,1037-6178,,0.651,0.950,0.220,,,
8516,1474-6743,,0.651,0.656,0.279,,,
8516,1531-2542,,0.651,0.619,0.309,,,
8516,1363-4607,,0.651,1.032,0.458,,,
8524,0906-4710,,0.650,0.669,0.181,,,
8524,1747-6933,,0.650,0.632,0.453,,,
8524,1889-1861,,0.650,0.780,0.214,,,
8524,0219-0257,,0.650,0.623,0.511,,,
8524,1180-0518,,0.650,Not Available,Not Available,,,
8524,0737-0016,,0.650,0.948,0.335,,,
8524,0737-0016,,0.650,0.948,0.335,,,
8524,1049-0965,,0.650,0.625,0.471,,,
8524,0067-1975,,0.650,1.158,0.521,,,
8524,1553-4510,,0.650,0.989,0.528,,,
8534,0007-070X,,0.649,1.069,0.266,,,
8534,1876-3820,,0.649,0.784,0.140,,,
8534,0022-1856,,0.649,0.655,0.242,,,
8534,0470-8105,,0.649,0.764,0.221,,,
8534,1361-374X,,0.649,0.689,0.258,,,
8539,1239-629X,,0.648,0.712,0.755,,,
8539,1076-0342,,0.648,1.518,0.516,,,
8539,1570-1786,,0.648,0.665,0.125,,,
8539,0938-0108,,0.648,0.685,0.269,,,
8539,1524-4695,,0.648,0.717,0.230,,,
8544,1069-3971,,0.647,0.924,0.365,,,
8544,1936-2447,,0.647,0.615,0.580,,,
8544,0717-3458,,0.647,1.046,0.235,,,
8544,0013-791X,,0.647,Not Available,Not Available,,,
8544,0013-791X,,0.647,Not Available,Not Available,,,
8544,0022-1325,,0.647,1.095,0.360,,,
8544,0022-1325,,0.647,1.095,0.360,,,
8544,0972-9062,,0.647,Not Available,Not Available,,,
8552,0891-2416,,0.646,1.000,0.500,,,
8552,0026-2285,,0.646,0.577,0.948,,,
8552,0954-6553,,0.646,0.712,0.476,,,
8555,0003-8121,,0.645,1.153,0.345,,,
8555,2070-0733,,0.645,0.810,0.385,,,
8555,1461-6696,,0.645,0.969,0.492,,,
8555,0021-3624,,0.645,0.520,0.194,,,
8555,1043-7398,,0.645,0.751,0.270,,,
8555,0026-1386,,0.645,0.416,0.188,,,
8555,0032-3233,,0.645,0.553,0.089,,,
8555,0954-4070,,0.645,0.700,0.205,,,
8555,0044-0604,,0.645,0.589,0.174,,,
8564,1044-5110,,0.644,0.750,0.214,,,
8564,1536-383X,,0.644,0.768,0.188,,,
8564,1475-472X,,0.644,0.867,0.536,,,
8564,1300-0632,,0.644,0.680,0.109,,,
8568,0003-0996,,0.643,0.874,0.453,,,
8568,1463-4996,,0.643,1.173,0.815,,,
8568,0020-7780,,0.643,0.919,0.580,,,
8568,1424-3199,,0.643,0.984,0.956,,,
8568,0305-7488,,0.643,0.831,0.528,,,
8568,1644-2296,,0.643,0.568,0.071,,,
8568,0731-9487,,0.643,1.440,0.598,,,
8568,0093-4666,,0.643,0.646,0.148,,,
8568,0078-5466,,0.643,0.558,0.126,,,
8568,1537-6176,,0.643,0.702,0.190,,,
8578,1582-7445,,0.642,0.580,0.093,,,
8578,1871-2584,,0.642,Not Available,Not Available,,,
8578,1584-2851,,0.642,0.661,0.190,,,
8578,0143-831X,,0.642,0.851,0.336,,,
8578,0377-4929,,0.642,0.674,0.173,,,
8578,1000-9000,,0.642,0.909,0.356,,,
8578,0923-0645,,0.642,1.201,0.698,,,
8578,1422-6383,,0.642,0.586,0.393,,,
8586,0008-4085,,0.641,0.990,0.778,,,
8586,0971-4588,,0.641,0.621,0.160,,,
8586,1301-1111,,0.641,0.573,0.073,,,
8589,0143-2044,,0.640,0.767,0.183,,,
8589,0022-0426,,0.640,0.990,0.366,,,
8589,0899-5605,,0.640,0.773,0.292,,,
8592,1601-5215,,0.639,0.627,0.183,,,
8592,1000-3304,,0.639,0.481,0.055,,,
8592,0013-1954,,0.639,Not Available,Not Available,,,
8592,0024-3841,,0.639,0.917,0.611,,,
8592,0027-0520,,0.639,0.584,0.316,,,
8592,0250-8060,,0.639,0.852,0.257,,,
8592,1016-264X,,0.639,0.443,0.074,,,
8599,1980-0436,,0.638,0.720,0.927,,,
8599,0717-7356,,0.638,0.664,0.120,,,
8599,1417-3875,,0.638,0.719,0.229,,,
8599,1618-4742,,0.638,0.586,0.176,,,
8599,1082-6076,,0.638,0.682,0.161,,,
8599,0026-9255,,0.638,0.610,0.674,,,
8599,0742-6348,,0.638,0.706,0.243,,,
8599,1466-7681,,0.638,1.085,0.373,,,
8599,1466-7681,,0.638,1.085,0.373,,,
8608,1598-8198,,0.637,0.846,0.232,,,
8608,0039-7857,,0.637,0.815,0.352,,,
8608,0039-7857,,0.637,0.815,0.352,,,
8611,1529-3785,,0.636,0.630,0.531,,,
8611,0027-9048,,0.636,0.523,0.371,,,
8611,0007-1005,,0.636,1.046,0.544,,,
8611,0010-4175,,0.636,0.916,0.745,,,
8611,1351-0347,,0.636,0.634,0.471,,,
8611,0890-5436,,0.636,0.600,0.163,,,
8611,1374-8505,,0.636,0.937,0.274,,,
8611,1571-0068,,0.636,Not Available,Not Available,,,
8611,1077-6990,,0.636,0.826,0.401,,,
8611,0024-2527,,0.636,0.516,0.318,,,
8611,0954-0962,,0.636,0.887,0.278,,,
8611,0034-0561,,0.636,0.790,0.281,,,
8611,0928-7329,,0.636,Not Available,Not Available,,,
8624,0373-0956,,0.635,0.727,1.229,,,
8624,0007-4551,,0.635,0.575,0.127,,,
8624,0025-5645,,0.635,0.618,0.741,,,
8624,0172-8113,,0.635,0.599,0.112,,,
8624,1558-8599,,0.635,0.643,1.144,,,
8629,1687-1847,,0.634,0.754,0.210,,,
8629,1305-8282,,0.634,0.707,0.118,,,
8629,0025-5793,,0.634,Not Available,Not Available,,,
8629,0037-5675,,0.634,0.810,0.221,,,
8633,1017-6772,,0.633,0.690,0.103,,,
8633,1895-104X,,0.633,0.748,0.167,,,
8633,1266-5304,,0.633,0.892,0.248,,,
8633,1570-2820,,0.633,0.689,0.543,,,
8633,1054-6863,,0.633,0.977,0.341,,,
8633,0026-7961,,0.633,0.586,0.340,,,
8633,1560-0904,,0.633,0.598,0.135,,,
8633,0032-5449,,0.633,0.761,0.128,,,
8641,0360-7275,,0.632,0.585,0.179,,,
8641,0218-348X,,0.632,0.647,0.302,,,
8641,0860-0953,,0.632,0.298,0.055,,,
8641,0925-9902,,0.632,0.782,0.320,,,
8641,1226-119X,,0.632,0.693,0.171,,,
8641,0104-1428,,0.632,0.826,0.090,,,
8641,0937-9819,,0.632,0.435,0.058,,,
8641,0102-7638,,0.632,0.695,0.137,,,
8649,1807-8621,,0.631,0.604,0.189,,,
8649,1996-3599,,0.631,0.687,0.181,,,
8649,1751-8709,,0.631,0.659,0.291,,,
8649,2005-7806,,0.631,Not Available,Not Available,,,
8653,1836-716X,,0.630,1.256,0.600,,,
8653,0209-9683,,0.630,0.783,1.300,,,
8653,0897-6546,,0.630,0.774,0.431,,,
8653,8756-9728,,0.630,1.296,0.220,,,
8653,0039-3223,,0.630,0.691,0.697,,,
8653,0714-0045,,0.630,1.122,1.225,,,
8653,0714-0045,,0.630,1.122,1.225,,,
8653,0730-2347,,0.630,0.712,0.214,,,
8661,0187-7151,,0.629,0.421,0.097,,,
8661,1572-5286,,0.629,0.917,0.765,,,
8661,1439-1783,,0.629,0.361,0.112,,,
8661,0894-3370,,0.629,0.577,0.232,,,
8661,1741-1122,,0.629,1.041,0.312,,,
8661,1073-2780,,0.629,0.821,1.431,,,
8661,1070-3284,,0.629,0.624,0.129,,,
8661,1360-8746,,0.629,0.644,0.364,,,
8669,1531-3492,,0.628,0.937,0.665,,,
8669,0377-7332,,0.628,0.936,0.468,,,
8669,0376-4710,,0.628,0.717,0.139,,,
8669,1063-1119,,0.628,0.790,0.295,,,
8669,1063-1119,,0.628,0.790,0.295,,,
8674,1083-589X,,0.627,0.606,0.820,,,
8674,0002-8711,,0.627,0.774,0.450,,,
8674,0075-8434,,0.627,Not Available,Not Available,,,
8674,0002-9939,,0.627,0.711,0.854,,,
8674,0935-6185,,0.627,0.500,0.079,,,
8674,0081-6906,,0.627,0.537,0.368,,,
8680,0001-5733,,0.626,0.854,0.135,,,
8680,0145-8876,,0.626,0.896,0.207,,,
8682,1985-1944,,0.625,0.613,0.094,,,
8682,0954-1985,,0.625,Not Available,Not Available,,,
8682,1935-9179,,0.625,0.732,1.196,,,
8682,0172-8865,,0.625,Not Available,Not Available,,,
8682,1466-1381,,0.625,1.095,0.652,,,
8682,1386-4564,,0.625,1.367,0.736,,,
8682,2095-3119,,0.625,0.634,0.145,,,
8682,0143-7739,,0.625,Not Available,Not Available,,,
8682,0028-825X,,0.625,0.836,0.191,,,
8682,0029-5450,,0.625,0.603,0.262,,,
8682,1342-8144,,0.625,0.576,0.143,,,
8693,0195-7910,,0.624,0.791,0.230,,,
8693,0007-9723,,0.624,0.641,0.173,,,
8693,0133-3720,,0.624,0.266,0.072,,,
8693,0185-3880,,0.624,0.771,0.239,,,
8693,0941-3790,,0.624,0.621,0.125,,,
8693,0019-5413,,0.624,0.692,0.197,,,
8693,0167-6377,,0.624,0.903,0.668,,,
8700,1932-2135,,0.623,0.680,0.170,,,
8700,1808-8694,,0.623,Not Available,Not Available,,,
8700,1050-8422,,0.623,0.904,0.320,,,
8700,0195-928X,,0.623,0.797,0.287,,,
8700,0047-1178,,0.623,0.784,0.439,,,
8700,2156-7018,,0.623,0.623,0.016,,,
8700,0895-2477,,0.623,0.542,0.169,,,
8700,1068-1620,,0.623,0.566,0.121,,,
8700,1139-1138,,0.623,0.659,0.743,,,
8700,1356-2517,,0.623,1.090,0.435,,,
8710,0973-4945,,0.622,0.716,0.120,,,
8710,1947-5705,,0.622,1.076,0.391,,,
8710,0143-991X,,0.622,0.728,0.187,,,
8710,0950-3846,,0.622,0.566,0.338,,,
8710,0368-2315,,0.622,0.511,0.112,,,
8710,0022-5010,,0.622,0.757,0.417,,,
8710,0022-5010,,0.622,0.757,0.417,,,
8710,1961-9502,,0.622,0.685,0.189,,,
8718,0362-1340,,0.621,0.933,0.460,,,
8718,0003-0031,,0.621,0.716,0.266,,,
8718,0164-0704,,0.621,0.968,0.641,,,
8718,0892-7219,,0.621,0.647,0.279,,,
8718,0951-6328,,0.621,1.144,0.606,,,
8718,0985-0562,,0.621,0.435,0.023,,,
8718,0032-2474,,0.621,0.715,0.213,,,
8725,0252-9602,,0.620,0.509,0.235,,,
8725,1678-4499,,0.620,Not Available,Not Available,,,
8725,0317-0861,,0.620,0.664,0.305,,,
8725,2171-5068,,0.620,0.800,0.204,,,
8725,1364-5579,,0.620,1.159,0.565,,,
8725,1429-2955,,0.620,0.547,0.165,,,
8725,0300-3930,,0.620,0.769,0.272,,,
8732,0791-7945,,0.619,0.588,0.179,,,
8732,0963-5483,,0.619,0.818,1.264,,,
8732,0143-0807,,0.619,0.652,0.210,,,
8732,1063-0198,,0.619,0.666,0.187,,,
8732,0218-4885,,0.619,1.232,0.369,,,
8732,0887-381X,,0.619,0.689,0.304,,,
8732,0098-9134,,0.619,0.868,0.218,,,
8732,0098-9134,,0.619,0.868,0.218,,,
8732,0022-2348,,0.619,0.761,0.162,,,
8732,1598-1657,,0.619,Not Available,Not Available,,,
8732,1230-6169,,0.619,0.439,0.040,,,
8743,1470-9589,,0.618,Not Available,Not Available,,,
8743,1084-5453,,0.618,0.648,0.465,,,
8743,0030-2465,,0.618,0.685,0.199,,,
8743,0927-538X,,0.618,Not Available,Not Available,,,
8747,1933-8244,,0.617,0.966,0.290,,,
8747,0120-4157,,0.617,0.760,0.202,,,
8747,0219-8878,,0.617,0.725,0.292,,,
8747,1057-5219,,0.617,Not Available,Not Available,,,
8747,0021-9487,,0.617,0.777,0.363,,,
8747,1932-6181,,0.617,0.656,0.226,,,
8747,0032-2725,,0.617,0.574,0.098,,,
8747,1864-6697,,0.617,0.551,0.153,,,
8755,0567-7718,,0.616,0.807,0.272,,,
8755,1478-9949,,0.616,0.921,0.306,,,
8755,2233-7903,,0.616,Not Available,Not Available,,,
8755,0260-2288,,0.616,0.719,0.197,,,
8759,0734-2071,,0.615,1.846,0.736,,,
8759,1758-2008,,0.615,0.615,0.165,,,
8759,1801-5395,,0.615,Not Available,Not Available,,,
8759,1330-3651,,0.615,0.484,0.063,,,
8759,0303-4216,,0.615,1.288,0.515,,,
8764,1570-7555,,0.614,0.788,0.231,,,
8764,0007-0874,,0.614,0.571,0.456,,,
8764,0033-2623,,0.614,0.500,0.183,,,
8764,0034-5318,,0.614,0.608,0.995,,,
8764,0922-6443,,0.614,0.814,0.329,,,
8769,1402-9251,,0.613,0.596,0.372,,,
8769,1738-2696,,0.613,0.284,0.054,,,
8771,0515-0361,,0.612,0.723,0.399,,,
8771,0515-0361,,0.612,0.723,0.399,,,
8771,2245-1919,,0.612,0.612,0.168,,,
8771,0195-6698,,0.612,0.732,0.950,,,
8771,0090-9882,,0.612,0.861,0.386,,,
8771,0748-4658,,0.612,0.965,0.387,,,
8771,0253-5106,,0.612,0.556,0.086,,,
8778,0939-3625,,0.611,Not Available,Not Available,,,
8778,1566-4910,,0.611,0.849,0.314,,,
8778,1861-3829,,0.611,0.417,0.136,,,
8778,1345-9678,,0.611,0.762,0.233,,,
8782,0015-704X,,0.610,0.574,0.211,,,
8782,0097-7004,,0.610,0.853,0.689,,,
8782,0300-0508,,0.610,Not Available,Not Available,,,
8782,0034-7744,,0.610,0.665,0.176,,,
8782,1357-5317,,0.610,0.529,0.177,,,
8787,0350-6134,,0.609,0.586,0.110,,,
8787,0010-0757,,0.609,0.670,0.877,,,
8787,1462-7264,,0.609,0.676,0.822,,,
8787,0934-5043,,0.609,0.740,0.574,,,
8787,1384-6647,,0.609,0.558,0.129,,,
8787,0021-9592,,0.609,0.518,0.132,,,
8787,0860-8229,,0.609,0.564,0.133,,,
8794,0891-0162,,0.608,0.623,0.164,,,
8794,0891-0162,,0.608,0.623,0.164,,,
8794,1608-5906,,0.608,0.671,0.208,,,
8794,1608-5906,,0.608,0.671,0.208,,,
8794,0860-7001,,0.608,0.600,0.130,,,
8794,1735-1995,,0.608,0.599,0.124,,,
8794,1673-565X,,0.608,0.607,0.179,,,
8794,0885-8608,,0.608,0.811,0.286,,,
8794,1455-0725,,0.608,Not Available,Not Available,,,
8794,1070-9622,,0.608,0.611,0.164,,,
8794,1468-3849,,0.608,0.829,0.391,,,
8794,0177-5537,,0.608,0.683,0.146,,,
8806,0354-4664,,0.607,0.606,0.106,,,
8806,1833-3516,,0.607,0.587,0.118,,,
8806,0745-5194,,0.607,1.117,0.455,,,
8806,0387-1533,,0.607,0.428,0.097,,,
8806,1321-8719,,0.607,0.550,0.176,,,
8806,1940-4921,,0.607,0.986,0.272,,,
8806,1940-4921,,0.607,0.986,0.272,,,
8813,0179-5376,,0.606,0.723,0.880,,,
8813,1071-2836,,0.606,0.563,0.120,,,
8813,2157-1724,,0.606,0.606,0.029,,,
8813,1541-6577,,0.606,Not Available,Not Available,,,
8813,1541-6577,,0.606,Not Available,Not Available,,,
8818,1035-8811,,0.605,0.584,0.252,,,
8818,0149-6115,,0.605,0.836,0.329,,,
8818,1065-5131,,0.605,0.605,0.163,,,
8818,1004-4132,,0.605,0.499,0.111,,,
8818,0031-918X,,0.605,0.560,0.168,,,
8818,1220-1766,,0.605,0.500,0.084,,,
8824,0587-4246,,0.604,0.511,0.130,,,
8824,0013-0249,,0.604,0.782,0.411,,,
8824,0890-5401,,0.604,0.657,0.563,,,
8824,2008-3866,,0.604,Not Available,Not Available,,,
8824,1594-4077,,0.604,0.612,0.160,,,
8824,0021-8693,,0.604,0.662,0.811,,,
8824,0144-3615,,0.604,0.611,0.193,,,
8824,1478-4629,,0.604,0.629,0.174,,,
8824,1444-6162,,0.604,0.773,0.216,,,
8833,1369-4332,,0.603,0.686,0.253,,,
8833,1064-2293,,0.603,0.581,0.059,,,
8833,0744-6020,,0.603,0.728,0.223,,,
8833,0744-6020,,0.603,0.728,0.223,,,
8833,1042-0150,,0.603,0.472,0.114,,,
8838,0392-2936,,0.602,0.566,0.143,,,
8838,0257-0130,,0.602,0.911,0.691,,,
8840,0032-5899,,0.601,0.627,0.185,,,
8840,0035-3787,,0.601,0.556,0.139,,,
8842,0262-4893,,0.600,0.550,0.186,,,
8842,0193-841X,,0.600,1.276,0.586,,,
8842,1751-6757,,0.600,0.570,0.142,,,
8842,0022-0124,,0.600,1.203,0.305,,,
8842,0022-0124,,0.600,1.203,0.305,,,
8842,1581-5374,,0.600,Not Available,Not Available,,,
8842,0098-1818,,0.600,0.738,0.547,,,
8842,1230-1485,,0.600,0.762,0.145,,,
8842,1853-8665,,0.600,0.441,0.051,,,
8842,1135-5727,,0.600,0.804,0.176,,,
8842,1531-5010,,0.600,1.171,0.342,,,
8842,0885-6095,,0.600,0.707,0.258,,,
8854,0300-9009,,0.598,0.629,0.164,,,
8854,0013-7006,,0.598,0.765,0.160,,,
8854,0022-1260,,0.598,1.059,0.338,,,
8854,0378-3758,,0.598,0.785,0.702,,,
8854,1488-2159,,0.598,0.947,0.300,,,
8854,0141-9331,,0.598,0.570,0.219,,,
8860,1544-3566,,0.597,0.795,0.386,,,
8860,0001-4338,,0.597,0.749,0.212,,,
8860,1744-2508,,0.597,0.580,0.571,,,
8860,0040-8735,,0.597,0.639,0.862,,,
8864,0899-7071,,0.596,0.749,0.215,,,
8864,1078-7275,,0.596,0.689,0.238,,,
8864,1009-0630,,0.596,0.557,0.174,,,
8864,0957-6509,,0.596,0.925,0.295,,,
8864,0033-8451,,0.596,0.854,0.347,,,
8864,0950-5431,,0.596,Not Available,Not Available,,,
8870,0004-2080,,0.595,0.648,0.915,,,
8870,0305-6120,,0.595,0.685,0.144,,,
8870,1750-4813,,0.595,0.919,0.570,,,
8870,1062-726X,,0.595,1.302,0.517,,,
8870,1063-7788,,0.595,0.510,0.175,,,
8870,0038-0296,,0.595,0.491,0.623,,,
8876,0011-4162,,0.594,0.800,0.228,,,
8876,0288-3635,,0.594,0.966,0.349,,,
8876,0539-0184,,0.594,0.604,0.280,,,
8876,0038-0946,,0.594,0.522,0.233,,,
8880,1470-8175,,0.593,0.610,0.130,,,
8880,1368-4310,,0.593,1.000,0.569,,,
8880,0739-9863,,0.593,1.461,0.560,,,
8880,0394-1914,,0.593,0.672,0.189,,,
8880,0270-5060,,0.593,0.486,0.154,,,
