Rank,Issn,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
9527,0197-4556,0.541,0.696,0.090,,,
9527,1011-2367,0.541,0.757,0.188,,,
9527,1351-3958,0.541,0.596,0.217,,,
9527,0962-8770,0.541,1.028,0.310,,,
9527,1019-8385,0.541,0.843,1.519,,,
9527,1473-8716,0.541,1.305,0.689,,,
9527,1462-0316,0.541,0.641,0.149,,,
9527,0022-4812,0.541,0.603,0.867,,,
9527,0023-5954,0.541,0.626,0.339,,,
9536,0412-1961,0.540,0.540,0.128,,,
9536,1465-6485,0.540,0.969,0.710,,,
9536,0860-0953,0.540,0.620,0.134,,,
9536,0033-8451,0.540,0.883,0.320,,,
9540,1073-9149,0.539,0.457,0.116,,,
9540,0022-8567,0.539,0.524,0.188,,,
9540,0022-9032,0.539,0.489,0.128,,,
9543,0886-1099,0.538,0.697,0.221,,,
9543,1094-6969,0.538,0.647,0.207,,,
9543,1096-4290,0.538,0.461,0.201,,,
9543,2190-9385,0.538,0.462,0.106,,,
9543,2314-4920,0.538,0.538,0.110,,,
9543,0952-8229,0.538,0.419,0.164,,,
9543,1044-7946,0.538,0.476,0.137,,,
9543,1984-4670,0.538,0.787,0.263,,,
9551,0161-7761,0.537,0.748,0.418,,,
9551,1454-8658,0.537,0.393,0.081,,,
9551,0951-6328,0.537,0.868,0.421,,,
9551,0954-0962,0.537,0.731,0.238,,,
9551,0724-2247,0.537,0.372,0.040,,,
9551,0724-2247,0.537,0.372,0.040,,,
9551,0341-8391,0.537,0.500,0.148,,,
9551,1386-7415,0.537,0.842,0.279,,,
9551,1444-6162,0.537,0.846,0.249,,,
9560,0002-6980,0.536,0.582,0.595,,,
9560,0004-9727,0.536,0.592,0.461,,,
9560,1880-5566,0.536,0.443,0.138,,,
9560,0028-0739,0.536,0.530,0.222,,,
9560,1509-8117,0.536,0.455,0.085,,,
9565,1386-923X,0.535,0.612,0.713,,,
9565,0273-9615,0.535,0.951,0.332,,,
9565,0264-0473,0.535,0.626,0.135,,,
9565,1354-2575,0.535,0.562,0.191,,,
9565,1068-1620,0.535,0.536,0.115,,,
9565,0271-1214,0.535,1.078,0.371,,,
9571,1735-0654,0.534,0.612,0.117,,,
9571,0025-6153,0.534,0.597,0.165,,,
9571,0104-1169,0.534,0.623,0.130,,,
9571,0104-1169,0.534,0.623,0.130,,,
9575,1553-3077,0.533,Not Available,Not Available,,,
9575,1610-2932,0.533,0.511,0.218,,,
9575,0889-4019,0.533,0.844,0.297,,,
9575,1210-7778,0.533,Not Available,Not Available,,,
9575,1210-7778,0.533,Not Available,Not Available,,,
9575,0022-4650,0.533,0.820,0.261,,,
9575,1744-1374,0.533,0.822,0.338,,,
9575,1857-5552,0.533,0.650,0.191,,,
9575,0039-6265,0.533,0.581,0.241,,,
9575,1553-3174,0.533,0.524,0.075,,,
9575,1432-4350,0.533,0.577,0.528,,,
9575,0041-1868,0.533,0.775,0.183,,,
9575,0041-1868,0.533,0.775,0.183,,,
9588,0324-0770,0.532,0.420,0.086,,,
9588,1529-7489,0.532,1.000,0.391,,,
9588,1093-6106,0.532,0.632,1.193,,,
9588,0076-2997,0.532,1.250,0.387,,,
9588,1343-4152,0.532,0.565,0.136,,,
9588,0025-7273,0.532,0.523,0.328,,,
9588,0025-7273,0.532,0.523,0.328,,,
9588,0013-8797,0.532,0.462,0.147,,,
9588,0233-1888,0.532,0.523,0.325,,,
9597,0003-9098,0.531,0.612,0.133,,,
9597,1678-4499,0.531,Not Available,Not Available,,,
9597,1873-9598,0.531,0.498,0.087,,,
9597,0025-8024,0.531,0.556,0.177,,,
9597,0025-8024,0.531,0.556,0.177,,,
9602,0587-4246,0.530,0.497,0.118,,,
9602,0265-5012,0.530,0.640,0.301,,,
9602,0026-4725,0.530,Not Available,Not Available,,,
9605,1582-7445,0.529,0.476,0.082,,,
9605,2167-8707,0.529,0.529,0.124,,,
9605,0075-6458,0.529,Not Available,Not Available,,,
9605,0048-0134,0.529,Not Available,Not Available,,,
9605,1048-6682,0.529,0.825,0.207,,,
9605,0375-0299,0.529,0.723,0.238,,,
9605,0921-4771,0.529,0.786,0.891,,,
9612,0921-7134,0.528,0.557,0.571,,,
9612,1521-298X,0.528,1.057,0.224,,,
9612,1470-7853,0.528,0.863,0.243,,,
9612,1975-0102,0.528,0.595,0.132,,,
9612,0079-2047,0.528,0.567,0.147,,,
9612,0379-153X,0.528,0.413,0.039,,,
9612,0303-6286,0.528,0.377,0.099,,,
9619,0883-9514,0.527,0.671,0.186,,,
9619,1119-3077,0.527,0.502,0.129,,,
9619,0951-2748,0.527,0.861,0.467,,,
9622,2007-4298,0.526,0.539,0.095,,,
9622,0147-0272,0.526,1.000,0.389,,,
9622,0950-3846,0.526,0.624,0.373,,,
9622,1729-8806,0.526,0.557,0.118,,,
9622,1068-5502,0.526,0.808,0.377,,,
9622,1068-5502,0.526,0.808,0.377,,,
9622,1346-7581,0.526,0.435,0.040,,,
9622,1751-4223,0.526,Not Available,Not Available,,,
9622,0039-3606,0.526,1.116,0.831,,,
9622,1942-7867,0.526,0.918,0.450,,,
9622,1942-7867,0.526,0.918,0.450,,,
9622,1983-2052,0.526,0.651,0.184,,,
9634,0192-6187,0.525,0.622,0.238,,,
9634,0142-5692,0.525,1.026,0.493,,,
9636,1744-3091,0.524,0.451,0.173,,,
9636,0267-6192,0.524,0.344,0.045,,,
9636,1072-6691,0.524,0.586,0.267,,,
9636,1044-4068,0.524,0.631,0.191,,,
9636,0034-7744,0.524,0.619,0.181,,,
9636,1063-7842,0.524,0.496,0.153,,,
9642,0971-4693,0.523,0.604,0.138,,,
9642,1707-7753,0.523,0.464,0.198,,,
9642,0966-8136,0.523,0.648,0.377,,,
9642,0022-0019,0.523,0.542,0.159,,,
9642,0272-6351,0.523,0.515,0.122,,,
9647,0002-726X,0.522,1.158,0.329,,,
9647,0012-9984,0.522,0.652,0.366,,,
9647,1297-9589,0.522,0.554,0.124,,,
9647,1959-0318,0.522,0.389,0.099,,,
9647,2008-2142,0.522,0.530,0.113,,,
9647,1355-2600,0.522,Not Available,Not Available,,,
9647,1368-0005,0.522,0.803,0.690,,,
9654,1980-0436,0.521,0.550,0.869,,,
9654,1220-3874,0.521,0.550,0.390,,,
9654,0927-7099,0.521,0.526,0.271,,,
9654,0927-7099,0.521,0.526,0.271,,,
9654,1751-858X,0.521,0.794,0.284,,,
9654,1927-6311,0.521,0.542,0.166,,,
9654,0101-6083,0.521,0.484,0.120,,,
9654,1608-9685,0.521,0.449,0.070,,,
9654,1608-9685,0.521,0.449,0.070,,,
9663,0020-7578,0.520,0.664,0.327,,,
9663,2095-2899,0.520,0.603,0.108,,,
9663,0742-6348,0.520,0.674,0.220,,,
9663,0031-8388,0.520,1.574,0.787,,,
9663,0031-8388,0.520,1.574,0.787,,,
9663,0040-585X,0.520,0.452,0.455,,,
9669,0846-5371,0.519,0.434,0.133,,,
9669,0017-808X,0.519,0.750,0.303,,,
9669,0022-0124,0.519,0.902,0.236,,,
9669,0022-0124,0.519,0.902,0.236,,,
9669,0923-8174,0.519,0.434,0.143,,,
9669,1527-5949,0.519,0.361,0.088,,,
9669,0025-2611,0.519,0.573,0.873,,,
9669,0077-7749,0.519,0.791,0.258,,,
9669,1120-6330,0.519,0.473,0.562,,,
9678,1784-3286,0.518,0.570,0.144,,,
9678,1028-334X,0.518,0.533,0.197,,,
9678,0046-5755,0.518,0.565,0.882,,,
9678,1095-5674,0.518,0.678,0.226,,,
9682,1053-5381,0.517,0.551,0.225,,,
9682,0020-2940,0.517,0.436,0.044,,,
9682,0026-1335,0.517,0.700,0.553,,,
9685,0008-5286,0.516,0.870,0.266,,,
9686,0012-6772,0.515,0.476,0.079,,,
9686,1446-1242,0.515,0.923,0.322,,,
9686,0956-7968,0.515,0.839,1.249,,,
9686,0024-0966,0.515,0.390,0.118,,,
9686,1598-1657,0.515,0.427,0.162,,,
9686,0025-1003,0.515,0.795,0.639,,,
9686,1361-374X,0.515,0.700,0.398,,,
9686,2049-5323,0.515,0.515,0.204,,,
9686,0792-1233,0.515,0.475,0.112,,,
9686,1744-2508,0.515,0.555,0.533,,,
9686,1354-8166,0.515,0.745,0.168,,,
9697,0010-8812,0.514,0.615,0.449,,,
9697,1964-8189,0.514,0.503,0.189,,,
9697,0016-7428,0.514,0.750,0.342,,,
9697,0031-0301,0.514,0.587,0.167,,,
9697,0961-463X,0.514,0.854,0.439,,,
9702,0037-9271,0.513,0.673,0.225,,,
9702,2095-0357,0.513,0.536,0.139,,,
9702,0971-457X,0.513,0.723,0.129,,,
9702,1447-9338,0.513,0.673,0.161,,,
9702,1042-0150,0.513,0.508,0.134,,,
9707,1028-6608,0.512,0.855,0.252,,,
9707,0014-0015,0.512,1.010,0.320,,,
9707,0014-0015,0.512,1.010,0.320,,,
9707,0930-777X,0.512,0.598,0.132,,,
9707,0749-8004,0.512,0.457,0.133,,,
9707,0955-792X,0.512,0.671,0.589,,,
9707,1557-5063,0.512,0.575,0.149,,,
9707,1323-5818,0.512,0.643,0.230,,,
9707,2156-8472,0.512,0.857,0.778,,,
9707,0308-1060,0.512,0.627,0.260,,,
9717,0218-0006,0.511,0.523,0.623,,,
9717,0005-6650,0.511,0.315,0.239,,,
9717,0890-5436,0.511,0.702,0.169,,,
9717,1480-2422,0.511,0.467,0.096,,,
9717,1424-7755,0.511,0.922,0.463,,,
9722,0005-9900,0.510,0.455,0.247,,,
9722,0010-9525,0.510,0.358,0.157,,,
9722,0165-1765,0.510,0.677,0.502,,,
9722,0218-1967,0.510,0.576,0.670,,,
9722,1531-0353,0.510,0.672,0.199,,,
9722,1392-1320,0.510,0.640,0.151,,,
9722,1063-7788,0.510,0.487,0.145,,,
9722,0034-7094,0.510,Not Available,Not Available,,,
9722,1064-5616,0.510,0.578,0.677,,,
9722,0038-2876,0.510,0.506,0.382,,,
9722,0232-2064,0.510,0.669,0.555,,,
9733,0008-4433,0.509,0.530,0.177,,,
9733,0009-3130,0.509,0.668,0.102,,,
9735,0812-3985,0.508,0.882,0.342,,,
9735,1937-5867,0.508,0.669,0.138,,,
9735,0748-5492,0.508,0.516,0.234,,,
9735,0748-5492,0.508,0.516,0.234,,,
9735,1753-3309,0.508,0.603,0.136,,,
9735,1473-3315,0.508,0.378,0.104,,,
9735,0022-4766,0.508,0.548,0.117,,,
9735,1364-2529,0.508,0.355,0.182,,,
9743,0254-5861,0.507,0.397,0.038,,,
9743,2083-1331,0.507,0.519,0.114,,,
9743,1094-429X,0.507,0.660,0.148,,,
9743,0044-5401,0.507,0.308,0.077,,,
9747,0304-9914,0.506,0.435,0.280,,,
9747,1004-4132,0.506,0.654,0.137,,,
9747,0024-3949,0.506,0.684,0.429,,,
9747,0039-3630,0.506,0.561,0.141,,,
9751,1195-2199,0.505,0.576,0.235,,,
9751,0957-7734,0.505,0.643,0.149,,,
9751,1598-2351,0.505,0.659,0.219,,,
9751,0037-9980,0.505,0.707,0.150,,,
9751,1053-5357,0.505,Not Available,Not Available,,,
9751,0007-5027,0.505,0.579,0.133,,,
9751,1602-1622,0.505,0.843,0.239,,,
9751,0890-3670,0.505,0.325,0.168,,,
9751,0890-3670,0.505,0.325,0.168,,,
9751,0040-5957,0.505,0.491,0.087,,,
9761,0212-9728,0.504,0.634,0.128,,,
9761,0212-9728,0.504,0.634,0.128,,,
9761,1335-9150,0.504,0.531,0.102,,,
9761,0941-293X,0.504,0.514,0.103,,,
9761,0375-1589,0.504,0.543,0.111,,,
9766,1544-3566,0.503,0.592,0.205,,,
9766,0003-9438,0.503,0.522,0.132,,,
9766,1074-1542,0.503,0.471,0.088,,,
9766,2156-7018,0.503,0.490,0.041,,,
9766,0033-3883,0.503,0.547,0.373,,,
9771,0001-5903,0.500,0.442,0.288,,,
9771,1217-8837,0.500,0.453,0.167,,,
9771,1280-8571,0.500,0.352,0.140,,,
9771,1615-715X,0.500,0.480,0.642,,,
9771,0004-8992,0.500,0.472,0.279,,,
9771,0065-2415,0.500,0.756,0.224,,,
9771,0189-6016,0.500,0.832,0.162,,,
9771,0065-4124,0.500,0.400,0.067,,,
9771,1088-9868,0.500,0.713,0.152,,,
9771,1311-0160,0.500,0.322,0.069,,,
9771,0318-6431,0.500,0.505,0.238,,,
9771,0305-6120,0.500,0.546,0.119,,,
9771,1741-6590,0.500,0.686,0.466,,,
9771,0092-8615,0.500,0.464,0.218,,,
9771,0949-3026,0.500,0.540,0.174,,,
9771,1937-8629,0.500,0.643,0.322,,,
9771,1937-8629,0.500,0.643,0.322,,,
9771,0425-0494,0.500,0.342,0.077,,,
9771,0015-2218,0.500,0.474,0.310,,,
9771,1471-678X,0.500,0.592,0.231,,,
9771,1471-678X,0.500,0.592,0.231,,,
9771,0324-6329,0.500,0.627,0.160,,,
9771,1461-6742,0.500,0.650,0.428,,,
9771,0021-5368,0.500,0.576,0.234,,,
9771,0738-0895,0.500,0.452,0.114,,,
9771,1051-1377,0.500,0.984,0.464,,,
9771,0263-323X,0.500,0.734,0.361,,,
9771,0194-7648,0.500,0.443,0.183,,,
9771,0832-7823,0.500,Not Available,Not Available,,,
9771,1048-5252,0.500,0.667,0.651,,,
9771,0022-4456,0.500,0.675,0.147,,,
9771,2052-336X,0.500,0.500,0.071,,,
9771,0219-8916,0.500,0.820,0.822,,,
9771,0024-2519,0.500,0.642,0.384,,,
9771,1081-6976,0.500,Not Available,Not Available,,,
9771,1210-0455,0.500,0.455,0.082,,,
9771,0370-4327,0.500,Not Available,Not Available,,,
9771,1380-6645,0.500,0.554,0.570,,,
9771,0747-4946,0.500,Not Available,Not Available,,,
9771,1661-4747,0.500,0.500,0.097,,,
9811,1674-0068,0.498,0.509,0.124,,,
9812,1673-3452,0.497,0.608,0.432,,,
9812,2194-5764,0.497,0.511,0.112,,,
9812,1300-0144,0.497,0.485,0.071,,,
9815,1415-5273,0.496,0.681,0.114,,,
9816,0010-065X,0.495,0.571,0.190,,,
9816,1748-5673,0.495,0.721,0.121,,,
9816,0002-9726,0.495,0.589,0.095,,,
9819,2093-274X,0.494,Not Available,Not Available,,,
9819,1609-4069,0.494,Not Available,Not Available,,,
9819,0190-4167,0.494,0.695,0.175,,,
9819,1010-660X,0.494,0.677,0.175,,,
9819,0965-0911,0.494,0.553,0.276,,,
9819,0716-1018,0.494,0.546,0.101,,,
9819,1864-6697,0.494,0.490,0.130,,,
9826,0021-9118,0.493,0.618,0.422,,,
9826,1542-1406,0.493,0.480,0.099,,,
9828,0016-7932,0.492,0.382,0.117,,,
9828,1079-2724,0.492,0.594,0.410,,,
9828,1387-3954,0.492,0.783,0.353,,,
9828,1463-1377,0.492,0.604,0.197,,,
9828,0034-5318,0.492,0.658,1.075,,,
9828,0927-6467,0.492,0.433,0.228,,,
9834,0896-9205,0.491,Not Available,Not Available,,,
9834,1845-5719,0.491,0.625,0.175,,,
9834,1435-1951,0.491,0.580,0.236,,,
9834,1087-6596,0.491,0.542,0.109,,,
9834,0885-7458,0.491,0.618,0.289,,,
9834,0266-6669,0.491,0.405,0.108,,,
9834,1875-6867,0.491,0.557,0.146,,,
9834,1875-6867,0.491,0.557,0.146,,,
9834,0885-6095,0.491,0.806,0.219,,,
9843,1472-4782,0.490,0.504,0.089,,,
9843,2050-7038,0.490,0.500,0.099,,,
9843,0263-3957,0.490,0.725,0.453,,,
9846,1476-7503,0.489,0.815,0.232,,,
9846,1063-7745,0.489,0.559,0.153,,,
9846,0036-0236,0.489,0.452,0.091,,,
9846,1061-9208,0.489,0.662,0.415,,,
9850,0884-6812,0.488,0.520,0.125,,,
9850,0899-5885,0.488,Not Available,Not Available,,,
9850,0899-5885,0.488,Not Available,Not Available,,,
9850,0959-3020,0.488,0.658,0.146,,,
9850,0309-8265,0.488,0.845,0.219,,,
9850,0164-0704,0.488,0.726,0.455,,,
9850,1842-2403,0.488,0.626,0.123,,,
9850,0342-183X,0.488,0.421,0.137,,,
9858,1753-1055,0.487,0.646,0.421,,,
9858,1132-239X,0.487,0.654,0.098,,,
9858,1201-561X,0.487,0.510,0.717,,,
9861,0256-4947,0.486,0.865,0.226,,,
9861,1536-1055,0.486,0.480,0.246,,,
9861,1439-1783,0.486,0.415,0.166,,,
9861,1937-4585,0.486,Not Available,Not Available,,,
9861,1756-8293,0.486,0.857,0.325,,,
9861,0022-2208,0.486,0.524,0.252,,,
9861,0160-8061,0.486,0.967,0.178,,,
9861,0144-2872,0.486,0.835,0.330,,,
9861,1300-2163,0.486,0.635,0.140,,,
9870,1077-8926,0.485,0.578,0.705,,,
9870,0047-0767,0.485,1.013,0.309,,,
9870,0047-0767,0.485,1.013,0.309,,,
9873,0015-7473,0.484,0.605,0.147,,,
9873,1226-7988,0.484,0.615,0.184,,,
9873,1024-2953,0.484,Not Available,Not Available,,,
9873,1070-3284,0.484,0.463,0.094,,,
9873,0258-2473,0.484,0.329,0.207,,,
9878,1064-2307,0.483,0.341,0.057,,,
9878,0256-0100,0.483,0.751,0.140,,,
9878,0948-2393,0.483,Not Available,Not Available,,,
9881,1367-5567,0.482,0.818,0.204,,,
9881,1547-7037,0.482,0.623,0.230,,,
9881,0031-5982,0.482,0.830,0.359,,,
9884,1551-3815,0.481,0.485,0.151,,,
9884,0933-1719,0.481,1.061,0.319,,,
9884,1687-5966,0.481,Not Available,Not Available,,,
9884,1521-1398,0.481,0.501,0.080,,,
9884,0026-704X,0.481,0.472,0.084,,,
9884,1066-5285,0.481,0.547,0.118,,,
9884,0049-4755,0.481,0.550,0.194,,,
9891,0925-7721,0.480,0.597,0.459,,,
9891,1364-0461,0.480,0.584,0.187,,,
9891,1747-9541,0.480,1.087,0.258,,,
9891,0044-0604,0.480,0.750,0.188,,,
9891,0251-0952,0.480,0.543,0.131,,,
9896,1253-8078,0.479,0.389,0.091,,,
9896,0814-723X,0.479,0.473,0.109,,,
9896,1467-2227,0.479,0.419,0.381,,,
9896,0018-246X,0.479,0.426,0.427,,,
9896,0250-474X,0.479,0.872,0.175,,,
9896,1061-9348,0.479,0.599,0.123,,,
9896,1210-0552,0.479,0.419,0.075,,,
9896,0031-5303,0.479,0.416,0.376,,,
9904,0025-5858,0.478,0.500,0.650,,,
9904,1074-3529,0.478,0.624,0.347,,,
9904,0213-6163,0.478,0.493,0.144,,,
9904,1559-9612,0.478,0.487,0.122,,,
9904,1029-3523,0.478,0.560,0.083,,,
9904,1387-6740,0.478,0.718,0.321,,,
9904,0030-7270,0.478,0.692,0.190,,,
9911,1820-0214,0.477,0.547,0.179,,,
9911,1064-2285,0.477,0.393,0.134,,,
9911,2257-7777,0.477,0.273,0.116,,,
9911,0029-5922,0.477,0.487,0.166,,,
9911,0013-0915,0.477,0.567,0.604,,,
9911,1070-3632,0.477,0.461,0.090,,,
9911,1230-3429,0.477,0.657,0.442,,,
9918,1854-0171,0.476,0.385,0.113,,,
9918,1930-5346,0.476,0.749,0.816,,,
9918,0308-275X,0.476,0.657,0.600,,,
9918,1075-7015,0.476,0.549,0.213,,,
9918,1773-2247,0.476,0.655,0.147,,,
9918,0021-9037,0.476,0.472,0.108,,,
9918,0256-2499,0.476,0.648,0.191,,,
9918,1333-1124,0.476,0.309,0.044,,,
9926,1439-8516,0.475,0.508,0.353,,,
9926,1664-2368,0.475,0.525,0.595,,,
9926,0737-0016,0.475,0.600,0.181,,,
9926,0737-0016,0.475,0.600,0.181,,,
9926,1068-3666,0.475,0.386,0.088,,,
9926,0023-9283,0.475,0.546,0.079,,,
9926,0034-8376,0.475,0.465,0.106,,,
9926,1615-5289,0.475,0.683,0.152,,,
9926,1615-5289,0.475,0.683,0.152,,,
9926,1016-6262,0.475,0.495,0.117,,,
9926,1016-6262,0.475,0.495,0.117,,,
9937,0046-9939,0.474,0.627,0.144,,,
9937,0148-9267,0.474,0.495,0.104,,,
9937,0022-4049,0.474,0.567,0.778,,,
9937,0104-1428,0.474,0.759,0.103,,,
9941,0101-8205,0.473,0.623,0.307,,,
9941,0011-216X,0.473,0.574,0.150,,,
9941,1360-3116,0.473,0.812,0.238,,,
9941,0191-5665,0.473,0.575,0.153,,,
9941,1342-8144,0.473,0.507,0.159,,,
9941,0081-2463,0.473,0.560,0.164,,,
9947,0084-6724,0.472,0.433,0.131,,,
9947,0235-7216,0.472,0.388,0.075,,,
9947,0028-1344,0.472,0.517,0.184,,,
9947,1434-6222,0.472,0.470,0.043,,,
9951,1539-9087,0.471,0.584,0.325,,,
9951,0731-7107,0.471,1.061,0.365,,,
9951,1741-1432,0.471,0.694,0.202,,,
9951,0218-8430,0.471,0.538,0.242,,,
9951,0143-7720,0.471,0.873,0.409,,,
9951,1063-0740,0.471,0.503,0.117,,,
9957,0001-7213,0.469,0.621,0.129,,,
9957,0066-2216,0.469,0.380,0.211,,,
9957,1039-8562,0.469,0.668,0.179,,,
9957,1039-8562,0.469,0.668,0.179,,,
9957,1631-073X,0.469,0.525,0.621,,,
9957,0129-797X,0.469,Not Available,Not Available,,,
9957,1024-2694,0.469,0.579,0.266,,,
9957,0015-0193,0.469,0.490,0.132,,,
9957,0020-8868,0.469,0.391,0.098,,,
9957,0535-5133,0.469,0.570,0.116,,,
9957,0167-5249,0.469,0.362,0.167,,,
9957,0103-5657,0.469,0.413,0.089,,,
9969,0925-1030,0.468,0.546,0.140,,,
9969,0373-2967,0.468,0.435,0.117,,,
9969,0210-9395,0.468,0.402,0.130,,,
9969,1790-7632,0.468,0.710,0.185,,,
9969,1735-0522,0.468,0.711,0.192,,,
9969,0100-8358,0.468,0.588,0.128,,,
9969,0277-5395,0.468,0.657,0.349,,,
9976,1756-8277,0.467,0.762,0.319,,,
9976,1750-6980,0.467,0.924,0.515,,,
9976,0027-7630,0.467,0.742,1.142,,,
9976,1853-8665,0.467,0.332,0.047,,,
9980,0377-4929,0.466,0.624,0.153,,,
9980,0948-695X,0.466,0.566,0.193,,,
9982,0334-6447,0.465,0.428,0.077,,,
9982,0363-0277,0.465,0.429,0.192,,,
9984,1681-5556,0.464,0.467,0.164,,,
9984,0003-925X,0.464,0.325,0.098,,,
9984,1066-8527,0.464,0.481,0.134,,,
9984,0369-8963,0.464,0.706,0.238,,,
9984,0092-055X,0.464,0.489,0.089,,,
9984,0044-3751,0.464,0.292,0.098,,,
9990,1546-4261,0.463,0.494,0.230,,,
9990,1532-6349,0.463,0.567,0.456,,,
9992,0002-8444,0.462,0.610,0.194,,,
9992,0340-8744,0.462,Not Available,Not Available,,,
9992,1360-6743,0.462,0.582,0.313,,,
9992,1793-0421,0.462,0.449,0.502,,,
9992,0022-216X,0.462,0.895,0.768,,,
9992,0953-4814,0.462,0.769,0.273,,,
9992,0165-4896,0.462,0.495,0.442,,,
9992,0165-4896,0.462,0.495,0.442,,,
9992,0748-1756,0.462,1.233,0.543,,,
9992,0891-4168,0.462,0.379,0.089,,,
9992,1539-4492,0.462,0.813,0.199,,,
9992,0214-1493,0.462,0.953,1.219,,,
9992,1321-8719,0.462,0.477,0.151,,,
9992,1583-5170,0.462,0.424,0.029,,,
9992,1583-5170,0.462,0.424,0.029,,,
9992,0147-1724,0.462,0.523,0.132,,,
9992,0373-6245,0.462,0.492,0.225,,,
10009,1367-0751,0.461,0.490,0.274,,,
10009,0078-5466,0.461,0.496,0.123,,,
10009,1064-6671,0.461,0.476,0.223,,,
10012,0007-0874,0.460,0.450,0.453,,,
10012,1544-0478,0.460,0.492,0.115,,,
10012,1468-0173,0.460,1.047,0.351,,,
10012,0027-0520,0.460,0.496,0.318,,,
10012,0269-9648,0.460,0.565,0.403,,,
10012,1363-4607,0.460,0.768,0.432,,,
10018,0020-7217,0.459,0.463,0.111,,,
10018,1367-8779,0.459,0.672,0.386,,,
10018,1870-3453,0.459,0.583,0.152,,,
10021,0265-0517,0.458,0.673,0.209,,,
10021,1355-6509,0.458,0.352,0.198,,,
10023,0938-1279,0.457,0.838,0.726,,,
10023,1370-6233,0.457,0.692,0.187,,,
10023,0367-0449,0.457,0.795,0.274,,,
10023,1751-6757,0.457,0.568,0.178,,,
10023,0091-7710,0.457,0.614,0.339,,,
10023,1097-3923,0.457,0.587,0.599,,,
10023,1009-6124,0.457,0.676,0.259,,,
10023,1022-8195,0.457,0.333,0.208,,,
10031,0305-7925,0.456,Not Available,Not Available,,,
10031,1024-1221,0.456,0.430,0.073,,,
10031,2168-4790,0.456,0.456,0.109,,,
10034,0003-9519,0.455,0.528,0.278,,,
10034,0003-9519,0.455,0.528,0.278,,,
10034,1654-4951,0.455,0.557,0.454,,,
10034,0367-4223,0.455,0.439,0.083,,,
10034,0018-1544,0.455,Not Available,Not Available,,,
10034,1473-8376,0.455,0.500,0.075,,,
10034,1546-2234,0.455,Not Available,Not Available,,,
10034,1546-2234,0.455,Not Available,Not Available,,,
10034,0911-6028,0.455,0.475,0.148,,,
10034,1736-6046,0.455,0.494,0.158,,,
10044,0870-2551,0.454,Not Available,Not Available,,,
10045,0306-9885,0.453,0.695,0.199,,,
10045,0010-1354,0.453,0.409,0.393,,,
10045,0892-6794,0.453,Not Available,Not Available,,,
10045,1088-4602,0.453,0.595,0.150,,,
10045,1088-4602,0.453,0.595,0.150,,,
10050,0004-8658,0.452,1.081,0.553,,,
10050,1683-3511,0.452,0.592,0.196,,,
10050,0163-4275,0.452,0.479,0.143,,,
10050,1072-947X,0.452,0.359,0.210,,,
10050,0022-5010,0.452,0.670,0.367,,,
10050,0022-5010,0.452,0.670,0.367,,,
10050,0022-5061,0.452,0.558,0.414,,,
10050,0024-2527,0.452,0.523,0.102,,,
10050,0091-150X,0.452,0.457,0.091,,,
10050,1477-7606,0.452,0.301,0.058,,,
10050,0080-6234,0.452,0.455,0.079,,,
10050,0080-6234,0.452,0.455,0.079,,,
10050,0039-3681,0.452,0.562,0.249,,,
10050,0039-3681,0.452,0.562,0.249,,,
10064,0583-6050,0.451,0.994,0.284,,,
10064,0025-5793,0.451,Not Available,Not Available,,,
10064,0209-4541,0.451,0.315,0.036,,,
10064,0036-7281,0.451,0.486,0.126,,,
10068,0914-4935,0.450,0.432,0.077,,,
10069,0095-4918,0.449,0.576,0.429,,,
10069,0960-1295,0.449,0.497,0.538,,,
10069,1354-0602,0.449,0.897,0.342,,,
10072,1678-7544,0.448,0.609,0.620,,,
10072,0252-9599,0.448,0.587,0.530,,,
10072,1747-6321,0.448,Not Available,Not Available,,,
10072,0099-1333,0.448,0.796,0.226,,,
10072,0889-1583,0.448,0.748,0.544,,,
10072,1018-7081,0.448,0.556,0.111,,,
10072,1648-3898,0.448,0.412,0.054,,,
10079,1861-7603,0.447,0.199,0.018,,,
10079,0013-872X,0.447,0.444,0.191,,,
10079,0723-0869,0.447,0.683,0.785,,,
10079,2194-5993,0.447,0.723,0.550,,,
10079,0037-4466,0.447,0.404,0.410,,,
10084,1591-996X,0.446,0.643,0.168,,,
10084,0887-5367,0.446,0.778,0.369,,,
10084,0020-7438,0.446,0.721,0.387,,,
10084,0922-1425,0.446,0.516,0.240,,,
10084,0219-4988,0.446,0.546,0.468,,,
10084,1022-7954,0.446,0.447,0.080,,,
10084,0126-6039,0.446,0.476,0.077,,,
10084,1468-1811,0.446,Not Available,Not Available,,,
10092,1472-2739,0.445,0.581,0.951,,,
10092,0736-2994,0.445,0.502,0.362,,,
10094,0007-1005,0.444,0.586,0.298,,,
10094,1370-1444,0.444,0.453,0.339,,,
10094,1050-8422,0.444,0.676,0.205,,,
10094,1015-8146,0.444,0.405,0.164,,,
10094,0036-8792,0.444,0.699,0.149,,,
10094,1354-5078,0.444,0.699,0.435,,,
10094,1099-274X,0.444,0.458,0.273,,,
10094,0340-2592,0.444,0.387,0.066,,,
10094,0179-6437,0.444,0.581,0.194,,,
10103,1512-8601,0.443,0.599,0.153,,,
10103,1433-5883,0.443,0.493,0.646,,,
