"","Level","Points","Journal","ISSN","Econ","ABS","I","A","T"
"2483","No Level",NA,"International Review of Public and Non-profit marketing","1865-1984",NA,1,NA,NA,NA
"2484","Level III",40,"Journal of Personnel Psychology","1866-5888",NA,2,1.92933333333333,0.573,1.10833333333333
"2485","No Level",NA,"Business & Information Systems Engineering (BISE, includes WIRTSCHAFTSINFORMATIK)","1867-0202",NA,2,NA,NA,NA
"2486","Level IV",20,"Journal of the Knowldege Economy","1868-7865",1,NA,NA,NA,NA
"2487","Level IV",38.9094390375713,"SERIEs","1869-4187",1,1,0.923333333333333,0.529,0.715333333333333
"2488","Level IV",20,"Ensayos: Revista de Economía","1870-221X",1,NA,NA,NA,NA
"2489","Level IV",20,"Revista Nicolaita de Estudios Económicos","1870-5464",1,NA,NA,NA,NA
"2490","Level IV",20,"CIMEXUS","1870-6479",1,NA,NA,NA,NA
"2491","Level IV",20,"EconoQuantum","1870-6622",1,NA,NA,NA,NA
"2492","Level IV",20,"Statistical Journal of the IAOS","1874-7655",1,NA,NA,NA,NA
"2493","Level IV",20,"Erasmus Journal for Philosophy and Economics","1876-9098",1,NA,NA,NA,NA
"2494","Level III",40,"Journal of Family Business Strategy","1877-8585",NA,2,4.48233333333333,0.699333333333333,3.25233333333333
"2495","Level IV",20,"World Tax Journal","1878-4917",1,1,NA,NA,NA
"2496","Level IV",20,"Review of Development Finance","1879-9337",1,2,NA,NA,NA
"2497","Level IV",20,"Public Policy Review","1880-1951",1,NA,NA,NA,NA
"2498","Level IV",20,"History of Economic Thought","1880-3164",1,NA,NA,NA,NA
"2499","Level IV",20,"e-Pública","1885-5628",1,NA,NA,NA,NA
"2500","Level IV",20,"Revista de Métodos Cuantitativos para la Economía y la Empressa/Journal of Quantitative Methods for Economics and Business Administration","1886-516X",1,NA,NA,NA,NA
"2501","Level IV",20,"Public Management","1896-0200",1,NA,NA,NA,NA
"2502","Level IV",20,"Contemporary Economics","1897-9254",1,NA,NA,NA,NA
"2503","Level IV",20,"Managerial Economics","1898-1143",1,NA,NA,NA,NA
"2504","Level IV",20,"Criterio Libre","1900-0642",1,NA,NA,NA,NA
"2505","Level IV",20,"Nordic Psychology","1901-2276",NA,1,0.854333333333333,0.237333333333333,1.00866666666667
"2506","Level IV",20,"Nordic Economic Policy Review","1904-4526",1,NA,NA,NA,NA
"2507","Level IV",20,"Clío América","1909-941X",1,NA,NA,NA,NA
"2508","Level IV",20,"Journal of Risk and Financial Management","1911-8066",1,NA,NA,NA,NA
"2509","Level IV",20,"Transnational Corporations Review","1918-6444",1,1,NA,NA,NA
"2510","Level IV",20,"Review of Economics and Finance","1923-7529",1,NA,NA,NA,NA
"2511","Level IV",20,"Journal of Applied Economics and Business Research","1927-033X",1,NA,NA,NA,NA
"2512","Level IV",20,"Journal of Asian Studies","1929-3216",1,NA,NA,NA,NA
"2513","Level IV",20,"Journal of Reviews on Global Economics","1929-7092",1,NA,NA,NA,NA
"2514","Level II",83.2860236141211,"Judgment and Decision Making","1930-2975",1,3,2.93566666666667,1.46366666666667,2.31366666666667
"2515","Level IV",20,"Journal of International Management Studies","1930-6105",1,NA,NA,NA,NA
"2516","Level IV",20,"International Journal of Business and Finance Research","1931-0269",1,NA,NA,NA,NA
"2517","Level IV",20,"Global Journal of Business Research","1931-0277",1,NA,NA,NA,NA
"2518","Level IV",20,"Journal of Wine Economics","1931-4361",1,NA,NA,NA,NA
"2519","Level IV",20,"Capitalism and Society","1932-0213",1,NA,NA,NA,NA
"2520","Level IV",20,"Federal Reserve Bank of New York Economic Policy Review","1932-0426",1,NA,NA,NA,NA
"2521","Level IV",20,"International Review of Environmental and Resource Economics","1932-1465",1,2,NA,NA,NA
"2522","No Level",NA,"International Review of Environmental Economics","1932-1473",NA,2,NA,NA,NA
"2523","No Level",NA,"Statistical Analysis and Data Mining: The ASA Data Science Journal","1932-1872",NA,1,NA,NA,NA
"2524","Level I-B",120,"Strategic Entrepreneurship Journal","1932-4391",NA,5,5.27633333333333,1.59733333333333,4.21466666666667
"2525","Level III",40,"Annals of Applied Statistics","1932-6157",NA,2,2.17133333333333,1.74833333333333,1.62633333333333
"2526","Level III",56.3183192677683,"Journal of Human Capital","1932-8575",1,NA,1.465,0.959,1.12766666666667
"2527","Level IV",20.6779188369143,"Econ Journal Watch","1933-527X",1,NA,0.453333333333333,0.177,0.465666666666667
"2528","Level IV",20,"Revista Internacional Administración and Finanzas","1933-608X",1,NA,NA,NA,NA
"2529","Level IV",20,"Theoretical Economics","1933-6837",1,3,NA,NA,NA
"2530","Level IV",20,"Financial Markets and Portfolio Management","1934-4554",1,NA,NA,NA,NA
"2531","No Level",NA,"International Journal of Organizational Analysis","1934-8835",NA,1,NA,NA,NA
"2532","Level III",40,"B.E. Journal of Economic Analysis and Policy: Frontiers of Economic Analysis and Policy","1935-1682",1,2,0.546666666666667,0.324,0.385333333333333
"2533","Level III",40,"B.E. Journal of Economic Analysis and Policy: Contributions to Economic Analysis and Policy","1935-1682",1,2,0.546666666666667,0.324,0.385333333333333
"2534","Level III",40,"B.E. Journal of Economic Analysis and Policy: Topics in Economic Analysis and Policy","1935-1682",1,2,0.546666666666667,0.324,0.385333333333333
"2535","Level III",40,"B.E. Journal of Economic Analysis and Policy: Advances in Economic Analysis and Policy","1935-1682",1,2,0.546666666666667,0.324,0.385333333333333
"2536","Level III",40,"B.E. Journal of Macroeconomics: Frontiers of Macroeconomics","1935-1690",1,2,0.488333333333333,0.291,0.477333333333333
"2537","Level III",40,"B.E. Journal of Macroeconomics: Contributions to Macroeconomics","1935-1690",1,2,0.488333333333333,0.291,0.477333333333333
"2538","Level III",40,"B.E. Journal of Macroeconomics: Topics in Macroeconomics","1935-1690",1,2,0.488333333333333,0.291,0.477333333333333
"2539","Level III",40,"B.E. Journal of Macroeconomics: Advances in Macroeconomics","1935-1690",1,2,0.488333333333333,0.291,0.477333333333333
"2540","Level III",40,"B.E. Journal of Theoretical Economics: Frontiers of Theoretical Economics","1935-1704",1,2,0.284,0.211333333333333,0.213
"2541","Level III",40,"B.E. Journal of Theoretical Economics: Contributions to Theoretical Economics","1935-1704",1,2,0.284,0.211333333333333,0.213
"2542","Level III",40,"B.E. Journal of Theoretical Economics: Advances in Theoretical Economics","1935-1704",1,2,0.284,0.211333333333333,0.213
"2543","Level III",40,"B.E. Journal of Theoretical Economics: Topics in Theoretical Economics","1935-1704",1,2,0.284,0.211333333333333,0.213
"2544","Level IV",20,"Journal of Industrial Organization Education","1935-5041",1,NA,NA,NA,NA
"2545","Level IV",20,"American Journal of Business","1935-5181",1,NA,NA,NA,NA
"2546","No Level",NA,"International Journal of Information Systems in the Service Sector","1935-5688",NA,1,NA,NA,NA
"2547","No Level",NA,"International Journal of Information Systems and Supply Chain Management","1935-5726",NA,1,NA,NA,NA
"2548","Level IV",20,"Southern Journal of Entrepreneurship","1935-8695",1,NA,NA,NA,NA
"2549","No Level",NA,"Current Issues in Auditing","1936-1270",NA,2,NA,NA,NA
"2550","Level IV",34.8055276271932,"Flexible Services and Manufacturing Journal (formerly 0920-6299 ""International Journal of Flexible Manufacturing Systems"")","1936-6582",NA,1,3.05933333333333,0.841333333333333,2.411
"2551","No Level",NA,"Journal of Hospitality Marketing and Management","1936-8623",NA,1,NA,NA,3.39433333333333
"2552","Level IV",27.4645074707408,"Operations Management Research: Advancing Practice through Theory","1936-9735",NA,1,2.83766666666667,0.461,2.75033333333333
"2553","Level IV",20,"Social Work in Public Health","1937-1918",NA,1,0.945666666666667,0.265666666666667,0.586666666666667
"2554","Level III",46.5528497933668,"Journal of Neuroscience, Psychology, and Economics","1937-321X",1,NA,1.37733333333333,0.592,0.797
"2555","No Level",NA,"Journal of China Tourism Research","1938-8160",NA,1,NA,NA,NA
"2556","Level III",40,"Cornell Hospitality Quarterly","1938-9655",NA,2,3.76133333333333,0.622666666666667,2.45066666666667
"2557","Level IV",20,"Review of Behavioral Finance","1940-5979",1,1,NA,NA,NA
"2558","Level IV",20,"Journal of International and Global Economic Studies","1940-655X",1,NA,NA,NA,NA
"2559","No Level",NA,"International Journal of Sport Policy and Politics","1940-6940",NA,1,NA,NA,NA
"2560","No Level",NA,"Journal of Policy Research in Tourism, Leisure and Events","1940-7963",NA,1,NA,NA,NA
"2561","Level II",89.650024892897,"Annual Review of Resource Economics","1941-1340",1,2,3.262,1.62566666666667,2.58166666666667
"2562","Level I-C",109.034577217957,"Annual Review of Financial Economics","1941-1367",1,3,3.04766666666667,3.044,1.86366666666667
"2563","Level I-A",150,"Annual Review of Economics","1941-1383",1,3,5.54933333333333,6.43733333333333,3.49566666666667
"2564","No Level",NA,"Journal of Time Series Econometrics","1941-1928",NA,2,NA,NA,NA
"2565","Level I-B",120,"Academy of Management Annals","1941-6520",NA,5,17.8246666666667,8.34833333333333,11.1066666666667
"2566","Level IV",20,"Southwestern Economic Review","1941-7683",1,NA,NA,NA,NA
"2567","No Level",NA,"Journal of Social Entrepreneurship","1942-0676",NA,2,NA,NA,NA
"2568","No Level",NA,"Journal of Forensic Studies in Accounting and Business","1942-9053",NA,1,NA,NA,NA
"2569","No Level",NA,"Pacific Asia Journal of the Association for Information Systems","1943-7544",NA,2,NA,NA,NA
"2570","Level III",49.6930533392633,"Journal of Development Effectiveness","1943-9342",1,NA,1.424,0.69,1.39766666666667
"2571","Level IV",20,"Strategic Behavior and the Environment","1944-012X",1,1,NA,NA,NA
"2572","Level IV",20,"Poverty and Public Policy","1944-2858",1,NA,NA,NA,NA
"2573","No Level",NA,"AIS Transactions on Human-Computer Interaction","1944-3900",NA,2,NA,NA,NA
"2574","Level IV",20,"FDIC Quarterly","1944-8880",1,NA,NA,NA,NA
"2575","Level III",43.4823411088053,"Journal of Human Development and Capabilities","1945-2829",1,NA,1.62066666666667,0.414,1.158
"2576","Level IV",20,"Journal of International Finance Studies","1945-2950",1,NA,NA,NA,NA
"2577","Level IV",20,"European Journal of Business Research","1945-2977",1,NA,NA,NA,NA
"2578","Level III",40,"SIAM Journal on Financial Mathematics","1945-497X",NA,2,1.50133333333333,1.16733333333333,1.20133333333333
"2579","Level I-C",97.9528200950841,"American Economic Journal: Microeconomics","1945-7669",1,3,2.12133333333333,3.21966666666667,1.42433333333333
"2580","Level I-A",150,"American Economic Journal: Macroeconomics","1945-7707",1,3,4.68066666666667,7.23633333333333,3.213
"2581","Level I-A",150,"American Economic Journal: Economic Policy","1945-7731",1,3,5.36133333333333,6.25433333333333,3.87033333333333
"2582","Level I-A",150,"American Economic Journal: Applied Economics","1945-7782",1,3,6.14533333333333,7.135,4.78866666666667
"2583","Level IV",20,"International Review of Accounting, Banking and Finance","1946-6404",1,NA,NA,NA,NA
"2584","Level IV",20,"Banking and Finance Review","1947-7945",1,NA,NA,NA,NA
"2585","Level IV",20,"International Journal of Strategic Decision Sciences","1947-8569",1,1,NA,NA,NA
"2586","No Level",NA,"International Journal of IT/Business Alignment and Governance","1947-9611",NA,1,NA,NA,NA
"2587","Level IV",20,"Journal of Globalization and Development","1948-1837",1,1,NA,NA,NA
"2588","Level IV",20,"Journal of Globalization and Development","1948-1837",1,1,NA,NA,NA
"2589","Level IV",20,"International Journal of Housing Policy","1949-1247",1,NA,NA,NA,NA
"2590","Level IV",20,"Journal of Sustainable Real Estate","1949-8276",1,NA,NA,NA,NA
"2591","Level IV",20,"Revue de la Régulation","1957-7796",1,NA,NA,NA,NA
"2592","Level IV",20,"Revue Française de Socio-économie","1966-6608",1,NA,NA,NA,NA
"2593","Level IV",20,"Revue d'Etudes en Agriculture et Environnement/Review of Agricultural and Environmental Studies","1966-9607",1,NA,NA,NA,NA
"2594","Level IV",20,"Economia dei Servizi","1970-4860",1,NA,NA,NA,NA
"2595","Level IV",20,"QA: Rivista dell' Associazione Rossi-Doria","1971-4017",1,NA,NA,NA,NA
"2596","No Level",NA,"Testing, Psychometrics, Methodology in Applied Psychology","1972-6325",NA,1,NA,NA,NA
"2597","Level IV",20,"Review of Economic Analysis","1973-3909",1,1,NA,NA,NA
"2598","Level IV",20,"Enometrica","1974-4730",1,NA,NA,NA,NA
"2599","Level IV",20,"Asian Journal of Technology Innovation","1976-1597",NA,1,0.901,0.111,0.772666666666667
"2600","Level IV",20,"Brazilian Review of Econometrics","1980-2447",1,NA,NA,NA,NA
"2601","Level IV",20,"Internext: Revista Electrônica de Negócios Internacionais/Internext:Review of International Business","1980-4865",1,NA,NA,NA,NA
"2602","Level IV",20,"Revista Brasileira de Estudos Regionais e Urbanos","1981-3953",1,NA,NA,NA,NA
"2603","Level IV",20,"YDU Sosyal Bilimler Dergisi/NEU Journal of Social Sciences","1986-1303",1,NA,NA,NA,NA
"2604","Level IV",20,"Journal of Economic and Social Studies","1986-8499",1,NA,NA,NA,NA
"2605","No Level",NA,"Spanish Accounting Review","1988-4672",NA,1,NA,NA,NA
"2606","Level IV",20,"Globalizacion, Competitividad y Gobernabilidad/Globalization, Competitiveness and Governability","1988-7116",1,NA,NA,NA,NA
"2607","Level IV",20,"Papeles de Europa","1989-5917",1,NA,NA,NA,NA
"2608","Level IV",20,"Forman Journal of Economic Studies","1990-391X",1,NA,NA,NA,NA
"2609","Level IV",20,"Business Review","1990-6587",1,NA,NA,NA,NA
"2610","Level IV",20,"Ethiopian Journal of Economics","1993-3681",1,NA,NA,NA,NA
"2611","Level IV",20,"Actual Problems of Economics","1993-6788",1,1,NA,NA,NA
"2612","Level IV",20,"Applied Econometrics","1993-7601",1,NA,NA,NA,NA
"2613","Level IV",20,"State Bank of Pakistan Research Bulletin","1994-201X",1,NA,NA,NA,NA
"2614","Level IV",20,"OECD Journal: Economic Studies","1995-2848",1,NA,NA,NA,NA
"2615","Level IV",20,"OECD Journal: Journal of Business Cycle Measurement and Analysis","1995-2880",1,NA,NA,NA,NA
"2616","Level IV",20,"Review of Social Sciences","1995-6584",1,NA,NA,NA,NA
"2617","Level IV",20,"Pakistan Journal of Commerce and Social Sciences","1997-8553",1,NA,NA,NA,NA
"2618","No Level",NA,"Iranian Journal of Management Studies","2008-7055",NA,1,NA,NA,NA
"2619","Level IV",20,"International Economics Studies","2008-9643",1,NA,NA,NA,NA
"2620","No Level",NA,"Accounting, Finance & Governance Review (formerly the Irish Accounting Review)","2009-8766",NA,1,NA,NA,NA
"2621","Level IV",20,"Climate Change Economics","2010-0078",1,NA,NA,NA,NA
"2622","Level IV",20,"Quarterly Journal of Finance","2010-1392",1,1,NA,NA,NA
"2623","Level IV",20,"International Journal of Development and Conflict","2010-2704",1,NA,NA,NA,NA
"2624","Level IV",20,"Annals of Financial Economics","2010-4952",1,NA,NA,NA,NA
"2625","Level IV",20,"Revista de Economía del Caribe","2011-2106",1,NA,NA,NA,NA
"2626","Level IV",20,"Review of Business and Economic Literature","2034-7677",1,NA,NA,NA,NA
"2627","Level IV",20,"PSL Quarterly Review","2037-3635",1,NA,NA,NA,NA
"2628","Level IV",20,"Review of Economics and Institutions","2038-1379",1,NA,NA,NA,NA
"2629","No Level",NA,"International Journal of Lean Six Sigma","2040-4166",NA,1,NA,NA,NA
"2630","Level II",62.4440528067126,"Applied Economic Perspectives and Policy","2040-5790",1,2,2.227,0.847333333333333,1.98766666666667
"2631","No Level",NA,"Journal of Research in Interactive Marketing","2040-7122",NA,1,NA,NA,NA
"2632","No Level",NA,"Sustainability Accounting, Management and Policy Journal","2040-8021",NA,2,NA,NA,2.00033333333333
"2633","No Level",NA,"Management Research Review","2040-8269",NA,1,NA,NA,NA
"2634","Level IV",20,"Journal of Global Analysis","2041-1944",1,NA,NA,NA,NA
"2635","Level III",46.8666341887694,"Organizational Psychology Review","2041-3866",NA,2,3.80533333333333,1.58266666666667,3.34733333333333
"2636","Level I-C",99.6416870138401,"IMF Economic Review","2041-4161",1,3,2.751,2.607,1.72333333333333
"2637","Level IV",20,"International Journal of Economics and Accounting","2041-868X",1,NA,NA,NA,NA
"2638","Level V",19.9481133987431,"Asia-Pacific Journal of Financial Studies","2041-9945",1,NA,0.571666666666667,0.126666666666667,0.496333333333333
"2639","No Level",NA,"Journal of Accounting in Emerging Economies","2042-1168",NA,2,NA,NA,NA
"2640","No Level",NA,"Higher Education, Skills and Work-Based Learning","2042-3896",NA,1,NA,NA,NA
"2641","Level II",60,"Global Strategy Journal","2042-5791",NA,3,4.71033333333333,1.31733333333333,2.972
"2642","No Level",NA,"Journal of Humanitarian Logistics and Supply Chain Management","2042-6747",NA,1,NA,NA,NA
"2643","No Level",NA,"Journal of Social Marketing","2042-6763",NA,1,NA,NA,1.81066666666667
"2644","No Level",NA,"Sport, Business and Management: An International Journal","2042-678X",NA,1,NA,NA,NA
"2645","No Level",NA,"Hospitality and Society","2042-7913",NA,2,NA,NA,NA
"2646","No Level",NA,"Journal of Sustainable Finance & Investment","2043-0795",NA,1,NA,NA,NA
"2647","No Level",NA,"Journal of Information Technology - Teaching Cases","2043-8869",NA,1,NA,NA,NA
"2648","Level IV",20,"Journal of Agribusiness in Developing and Emerging Economies","2044-0839",1,NA,NA,NA,NA
"2649","Level IV",20,"China Finance Review International","2044-1398",1,1,NA,NA,NA
"2650","No Level",NA,"Social Business","2044-4087",NA,1,NA,NA,NA
"2651","No Level",NA,"The Journal of Entrepreneurship and Public Policy","2045-2101",NA,1,NA,NA,NA
"2652","Level IV",20,"African Journal of Social Sciences","2045-8452",1,NA,NA,NA,NA
"2653","Level IV",20,"Review of Asset Pricing Studies","2045-9920",1,NA,NA,NA,NA
"2654","No Level",NA,"Review of Asset Pricing Studies","2045-9939",NA,3,NA,NA,NA
"2655","No Level",NA,"International Journal of the Digital Human","2046-3383",NA,1,NA,NA,NA
"2656","No Level",NA,"Journal of International Education in Business","2046-469X",NA,1,NA,NA,NA
"2657","Level IV",20,"African Journal of Economic and Sustainable Development","2046-4770",1,NA,NA,NA,NA
"2658","No Level",NA,"Journal of Organizational Ethnography","2046-6749",NA,1,NA,NA,NA
"2659","No Level",NA,"African Journal of Accounting Auditing and Finance (AJAAF)","2046-8083",NA,1,NA,NA,NA
"2660","Level IV",20,"Review of Corporate Finance Studies","2046-9128",1,NA,NA,NA,NA
"2661","No Level",NA,"Review of Corporate Finance Studies","2046-9136",NA,3,NA,NA,NA
"2662","Level IV",20,"Journal of Investment Strategies","2047-1238",1,NA,NA,NA,NA
"2663","No Level",NA,"Journal of Investment Strategies","2047-1246",NA,1,NA,NA,NA
"2664","No Level",NA,"Health Systems","2047-6965",NA,2,NA,NA,NA
"2665","Level IV",20,"Interdisciplinary Journal of Economics and Business Law","2047-8747",1,1,NA,NA,NA
"2666","Level IV",20,"International Journal of Portfolio Analysis and Management","2048-2361",1,NA,NA,NA,NA
"2667","Level IV",20,"International Journal of Diplomacy and Economy","2049-0887",1,NA,NA,NA,NA
"2668","Level IV",20,"International Journal of Financial Engineering and Risk Management","2049-0909",1,NA,NA,NA,NA
"2669","Level IV",20,"International Journal of Happiness and Development","2049-2790",1,1,NA,NA,NA
"2670","No Level",NA,"Meditari Accountancy Research","2049-372X?",NA,1,NA,NA,NA
"2671","No Level",NA,"Evidence-based HRM: A Global Forum for Empirical Scholarship","2049-3983",NA,1,NA,NA,NA
"2672","Level IV",32.0473423734983,"Review of Keynesian Economics","2049-5323",1,NA,0.972,0.288666666666667,0.748
"2673","Level IV",20,"Journal of Financial Market Infrastructures","2049-5404",1,1,NA,NA,NA
"2674","Level II",66.3652358924994,"Migration Studies","2049-5838",1,NA,2.2845,0.983,1.50766666666667
"2675","Level IV",20,"Journal of Financial Perspectives","2049-8640",1,NA,NA,NA,NA
"2676","No Level",NA,"Journal of Global Mobility: The Home of Expatriate Management Research","2049-8799",NA,2,NA,NA,NA
"2677","Level IV",20,"International Journal of Bonds and Derivatives","2050-2281",1,NA,NA,NA,NA
"2678","Level IV",20,"Asia and the Pacific Policy Studies","2050-2680",1,NA,NA,NA,NA
"2679","Level IV",20,"Middle East Journal","2050-3644",1,NA,NA,NA,NA
"2680","No Level",NA,"Journal of Organizational Effectiveness: People and Performance","2051-6614",NA,2,NA,NA,NA
"2681","No Level",NA,"Business, Peace and Sustainable Development","2051-8757",NA,1,NA,NA,NA
"2682","No Level",NA,"Journal of Professions and Organization","2051-8803",NA,2,NA,NA,NA
"2683","Level IV",20,"European Journal of Economics and Economic Policies: Intervention","2052-7764",1,NA,NA,NA,NA
"2684","No Level",NA,"European Journal of Economics and Economic Policy: Intervention (formerly ""European Journal of Economics and Economic Policy"")","2052-7772",NA,1,NA,NA,NA
"2685","No Level",NA,"Journal of Entrepreneurship in Emerging Economies","2053-4604",NA,1,NA,NA,NA
"2686","No Level",NA,"Journal of Science and Technology Policy Management","2053-4620",NA,1,NA,NA,NA
"2687","Level III",50.5804656771794,"Journal of Demographic Economics","2054-0892",1,NA,1.05966666666667,0.975333333333333,0.852666666666667
"2688","Level IV",20,"IZA World of Labor","2054-9571",1,NA,NA,NA,NA
"2689","Level IV",20,"EuroMed Journal of Management","2055-1711",1,NA,NA,NA,NA
"2690","No Level",NA,"Journal of Strategic Contracting and Negotiation","2055-5636",NA,1,NA,NA,NA
"2691","Level IV",21.5246087940518,"Journal of Service Theory and Practice","2055-6225",NA,1,2.31766666666667,0.281333333333333,2.42333333333333
"2692","Level IV",20,"Economic Thought: History, Philosophy, and Methodology","2055-6314",1,NA,NA,NA,NA
"2693","Level IV",20,"Journal of Network Theory in Finance","2055-7795",1,NA,NA,NA,NA
"2694","Level IV",20,"Journal of Risk and Control","2056-3701",1,NA,NA,NA,NA
"2695","Level IV",20,"Bulletin of Applied Economics","2056-3728",1,NA,NA,NA,NA
"2696","No Level",NA,"Journal of Tax Administration","2059-190X",NA,2,NA,NA,NA
"2697","Level III",40,"Cross Cultural & Strategic Management","2059-5794",NA,2,2.14933333333333,0.305666666666667,1.991
"2698","No Level",NA,"Review of International Business and Strategy","2059-6014",NA,1,NA,NA,NA
"2699","Level IV",20,"Financial Studies","2066-6071",1,NA,NA,NA,NA
"2700","Level IV",20,"Review of Finance and Banking","2067-2713",1,NA,NA,NA,NA
"2701","Level IV",20,"Theoretical and Practical Research in Economic Fields","2068-7710",1,NA,NA,NA,NA
"2702","Level IV",20,"Journal of Advanced Studies in Finance","2068-8393",1,NA,NA,NA,NA
"2703","Level IV",20,"Romanian Journal of Fiscal Policy","2069-0983",1,NA,NA,NA,NA
"2704","Level IV",20,"Journal of Islamic Economics, Banking and Finance","2070-4658",1,1,NA,NA,NA
"2705","Level IV",20,"Journal of Islamic Economics and Finance","2070-4658",1,1,NA,NA,NA
"2706","Level IV",20,"Economics and Sociology","2071-789X",1,1,NA,NA,NA
"2707","Level IV",20,"Journal of International Studies","2071-8330",1,NA,NA,NA,NA
"2708","Level IV",20,"Games","2073-4336",1,1,NA,NA,NA
"2709","Level IV",20,"Business and Economic Review","2074-1693",1,NA,NA,NA,NA
"2710","Level IV",20,"Journal of Islamic Business and Management","2075-6291",1,1,NA,NA,NA
"2711","Level IV",20,"Journal of Business and Economics (Air University)","2075-6909",1,NA,NA,NA,NA
"2712","Level IV",20,"Journal of Economics, Finance and Administrative Science","2077-1886",1,NA,NA,NA,NA
"2713","Level IV",20,"Risk Governance and Control: Financial Markets and Institutions","2077-429X",1,NA,NA,NA,NA
"2714","Level IV",20,"MIR (Modernization. Innovation. Research)","2079-4665",1,NA,NA,NA,NA
"2715","Level IV",20,"Oeconomia Copernicana","2083-1277",1,NA,NA,NA,NA
"2716","Level IV",20,"Journal of Indonesian Economy and Business","2085-8272",1,NA,NA,NA,NA
"2717","Level IV",20,"Economics Research International","2090-2123",1,NA,NA,NA,NA
"2718","Level IV",20,"International Economics","2110-7017",1,NA,NA,NA,NA
"2719","Level IV",20,"Oeconomia","2113-5207",1,NA,NA,NA,NA
"2720","Level IV",20,"Annals of Economics and Statistics/Annales d'Économie et de Statistique","2115-4430",1,NA,NA,NA,NA
"2721","No Level",NA,"Journal of Accounting and Taxation","2141-6664",NA,1,NA,NA,NA
"2722","Level IV",20,"Sinapsis","2145-969X",1,NA,NA,NA,NA
"2723","Level IV",20,"Calisma Iliskileri Dergisi/Journal of Labour Relations","2146-0000",1,NA,NA,NA,NA
"2724","Level IV",20,"International Journal of Economics and Financial Issues","2146-4138",1,NA,NA,NA,NA
"2725","Level IV",20,"International Journal of Energy Economics and Policy","2146-4553",1,NA,NA,NA,NA
"2726","Level IV",20,"Journal of Business, Economics and Finance","2146-7943",1,NA,NA,NA,NA
"2727","No Level",NA,"Eurasian Economic Review","2147-429X",NA,1,NA,NA,NA
"2728","Level IV",20,"International Journal of Food and Agricultural Economics","2147-8988",1,NA,NA,NA,NA
"2729","Level IV",20,"Eurasian Journal of Business and Management","2148-0206",1,NA,NA,NA,NA
"2730","Level IV",20,"Alphanumeric Journal","2148-2225",1,NA,NA,NA,NA
"2731","Level IV",20,"Business and Management Studies: An International Journal","2148-2586",1,NA,NA,NA,NA
"2732","Level IV",20,"Econometrics Letters","2148-6212",1,NA,NA,NA,NA
"2733","Level IV",20,"Journal of Management, Marketing and Logistics","2148-6670",1,NA,NA,NA,NA
"2734","Level IV",20,"Research Journal of Business and Management","2148-6689",1,NA,NA,NA,NA
"2735","Level IV",20,"Journal of Economics, Finance and Accounting","2148-6697",1,NA,NA,NA,NA
"2736","Level IV",20,"Journal of Social and Administrative Sciences","2149-0406",1,NA,NA,NA,NA
"2737","Level IV",20,"Journal of Economic and Social Thought","2149-0422",1,NA,NA,NA,NA
"2738","Level IV",20,"Ege Stratejik Ara&scedil;tirmaler Dergisi/Ege Strategic Research Journal","2149-0465",1,NA,NA,NA,NA
"2739","Level IV",20,"Marmara University Journal of Economic and Administrative Sciences","2149-1844",1,NA,NA,NA,NA
"2740","Level IV",20,"Journal of Economics Library","2149-2379",1,NA,NA,NA,NA
"2741","Level IV",20,"Journal of Economics Bibliography","2149-2387",1,NA,NA,NA,NA
"2742","Level IV",20,"Eurasian Academy of Sciences Eurasian Business and Economics Journal","2149-3545",1,NA,NA,NA,NA
"2743","Level IV",20,"Eurasian Econometrics, Statistics and Empirical Economics Journal","2149-3561",1,NA,NA,NA,NA
"2744","Level IV",20,"International Journal of Islamic Economics and Finance Studies","2149-8393",1,NA,NA,NA,NA
"2745","No Level",NA,"Journal of Trust Research","2151-5581",NA,1,NA,NA,NA
"2746","No Level",NA,"Accounting, Economics and Law - A Convivium","2152-2820",NA,2,NA,NA,NA
"2747","Level IV",20,"Journal of International Commerce and Economics","2152-6877",1,NA,NA,NA,NA
"2748","Level IV",20,"Modern Economy","2152-7245",1,NA,NA,NA,NA
"2749","No Level",NA,"International Journal of Sport and Society","2152-7857",NA,1,NA,NA,NA
"2750","Level III",51.0418772948243,"Dynamic Games and Applications","2153-0785",1,1,1.39933333333333,0.758,1.17966666666667
"2751","Level IV",20,"Journal des Économistes et des Études Humaines","2153-1552",1,NA,NA,NA,NA
"2752","Level IV",20,"Accounting History Review","2155-2851",1,NA,NA,NA,NA
"2753","No Level",NA,"Journal of Governmental & Nonprofit Accounting","2155-3815",NA,1,NA,NA,NA
"2754","Level IV",20,"Journal of Business Inquiry","2155-4056",1,NA,NA,NA,NA
"2755","No Level",NA,"Journal of Econometric Methods","2156-6674",NA,1,NA,NA,NA
"2756","Level IV",20,"Transportation Journal","2157-328X",1,NA,NA,NA,NA
"2757","Level IV",29.6344596873509,"Sport, Exercise and Performance Psychology","2157-3905",NA,1,2.447,0.664333333333333,1.97833333333333
"2758","No Level",NA,"Entrepreneurship Research Journal","2157-5665",NA,2,NA,NA,NA
"2759","Level IV",20,"Innovation and Development","2157-930X",1,NA,NA,NA,NA
"2760","Level III",57.8982891080264,"Economics of Energy and Environmental Policy","2160-5882",1,NA,2.03366666666667,0.747666666666667,2.29666666666667
"2761","Level IV",20,"Data Envelopment Analysis Journal","2161-1823",1,NA,NA,NA,NA
