"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,ISSN,Journal Impact Factor,5-Year Impact Factor,Article Influence Score
10522,KSII Transactions on Internet and Information Systems,1976-7277,0.611,0.543,0.092
10522,MAPAN-Journal of Metrology Society of India,0970-3950,0.611,0.705,0.102
10525,Doklady Biochemistry and Biophysics,1607-6729,0.610,0.535,0.101
10525,JOURNAL OF PEDIATRIC ORTHOPAEDICS-PART B,1060-152X,0.610,0.744,0.240
10525,Lexikos,1684-4904,0.610,0.518,0.148
10525,MEDYCYNA PRACY,0465-5893,0.610,0.572,0.100
10525,Periodica Mathematica Hungarica,0031-5303,0.610,0.502,0.345
10525,Politics and Religion,1755-0483,0.610,0.750,0.309
10531,ADSORPTION SCIENCE & TECHNOLOGY,0263-6174,0.609,0.820,0.144
10531,Abacus-A Journal of Accounting Finance and Business Studies,0001-3072,0.609,1.034,0.172
10531,Bradleya,0265-086X,0.609,0.430,0.083
10531,Emirates Journal of Food and Agriculture,2079-052X,0.609,Not Available,Not Available
10531,HASTINGS LAW JOURNAL,0017-8322,0.609,0.656,0.308
10531,JOURNAL OF ENGLISH LINGUISTICS,0075-4242,0.609,0.950,0.477
10531,Revista Mexicana de Biodiversidad,1870-3453,0.609,0.723,0.220
10531,Revista de Geografia Norte Grande,0718-3402,0.609,0.762,0.175
10531,Revista de Geografia Norte Grande,0718-3402,0.609,0.762,0.175
10531,Security Journal,0955-1662,0.609,1.100,0.335
10541,ALGEBRA UNIVERSALIS,0002-5240,0.608,0.553,0.296
10541,CARYOLOGIA,0008-7114,0.608,0.672,0.112
10541,Fluid Dynamics,0015-4628,0.608,0.547,0.119
10541,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,0279-3695,0.608,0.712,0.153
10541,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,0279-3695,0.608,0.712,0.153
10541,MICROELECTRONICS INTERNATIONAL,1356-5362,0.608,0.568,0.103
10541,PALEONTOLOGICAL JOURNAL,0031-0301,0.608,0.581,0.140
10548,AMERICAN SURGEON,0003-1348,0.607,0.771,0.252
10548,Critical Criminology,1205-8629,0.607,0.934,0.231
10550,Current Proteomics,1570-1646,0.606,0.673,0.156
10550,Dynamics of Partial Differential Equations,1548-159X,0.606,0.860,0.606
10550,Holistic Nursing Practice,0887-9311,0.606,0.739,0.143
10550,Holistic Nursing Practice,0887-9311,0.606,0.739,0.143
10550,Plastic Surgery,2292-5503,0.606,0.598,0.203
10550,STATISTICS,0233-1888,0.606,0.844,0.395
10556,Interpreter and Translator Trainer,1750-399X,0.605,0.814,0.249
10556,JOURNAL OF ANTHROPOLOGICAL RESEARCH,0091-7710,0.605,1.000,0.300
10556,Journal of Fiber Science and Technology,2189-7654,0.605,0.658,0.089
10556,Revista Ciencia Agronomica,1806-6690,0.605,0.855,0.215
10556,Revista Espanola de Quimioterapia,0214-3429,0.605,0.766,0.184
10561,ACTA VETERINARIA-BEOGRAD,0567-8315,0.604,0.439,0.097
10561,Journal of Beliefs & Values-Studies in Religion & Education,1361-7672,0.604,0.752,0.240
10561,MATHEMATICAL SOCIAL SCIENCES,0165-4896,0.604,0.673,0.509
10561,MATHEMATICAL SOCIAL SCIENCES,0165-4896,0.604,0.673,0.509
10561,PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,0013-0915,0.604,0.674,0.671
10561,Polar-Political and Legal Anthropology Review,1081-6976,0.604,1.038,0.340
10561,Revista Internacional de Sociologia,0034-9712,0.604,0.759,0.187
10561,SOCIOBIOLOGY,0361-6525,0.604,0.683,0.154
10561,St Petersburg Mathematical Journal,1061-0022,0.604,0.614,0.523
10570,International Journal of Aeroacoustics,1475-472X,0.603,0.744,0.332
10570,Ochrona Srodowiska,1230-6169,0.603,0.500,0.050
10572,JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,0587-2871,0.602,0.907,0.300
10573,Discussiones Mathematicae Graph Theory,1234-3099,0.601,0.535,0.336
10573,REVISTA DE NEUROLOGIA,0210-0010,0.601,0.615,0.108
10575,African Natural History,2305-7963,0.600,0.733,0.254
10575,Empirical Studies of the Arts,0276-2374,0.600,0.781,0.217
10575,HUMAN BIOLOGY,0018-7143,0.600,1.314,0.594
10575,HUMAN BIOLOGY,0018-7143,0.600,1.314,0.594
10575,INTERNATIONAL JOURNAL OF ODONATOLOGY,1388-7890,0.600,0.611,0.218
10575,International Journal of Health  Economics and Management,2199-9023,0.600,0.625,0.268
10575,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,0219-4988,0.600,0.577,0.422
10575,JOURNAL OF GENERAL PSYCHOLOGY,0022-1309,0.600,0.926,0.328
10575,JOURNAL OF SOCIAL WORK PRACTICE,0265-0533,0.600,0.828,0.149
10575,Journal of Energy in Southern Africa,1021-447X,0.600,0.801,0.122
10575,Rivista di Psichiatria,0035-6484,0.600,0.714,0.145
10575,Rivista di Psichiatria,0035-6484,0.600,0.714,0.145
10575,Translation Studies,1478-1700,0.600,0.989,0.205
10588,ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,0013-7006,0.599,0.633,0.138
10588,JOURNAL AMERICAN WATER WORKS ASSOCIATION,2164-4535,0.599,0.662,0.143
10590,Journal of Fish and Wildlife Management,1944-687X,0.598,0.919,0.277
10591,CANADIAN JOURNAL OF DEVELOPMENT STUDIES-REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT,0225-5189,0.597,1.145,0.361
10591,DOKLADY EARTH SCIENCES,1028-334X,0.597,0.628,0.204
10591,DOKLADY PHYSICAL CHEMISTRY,0012-5016,0.597,0.565,0.109
10591,INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY,0020-174X,0.597,1.111,0.263
10591,ITALIAN JOURNAL OF ZOOLOGY,1125-0003,0.597,0.813,0.220
10591,Journal of Electrical Engineering & Technology,1975-0102,0.597,0.663,0.122
10591,NATIONAL TAX JOURNAL,0028-0283,0.597,1.069,0.774
10591,NORTHEASTERN NATURALIST,1092-6194,0.597,0.743,0.227
10591,OCEANOLOGY,0001-4370,0.597,0.643,0.171
10600,AFRICA,0001-9720,0.596,1.231,0.519
10600,Geomorphologie-Relief Processus Environnement,1266-5304,0.596,0.710,0.201
10600,North-Western Journal of Zoology,1584-9074,0.596,0.715,0.205
10600,QUARTERLY JOURNAL OF SPEECH,0033-5630,0.596,0.743,0.169
10600,South American Journal of Herpetology,1808-9798,0.596,Not Available,Not Available
10605,ARCHIVES ITALIENNES DE BIOLOGIE,0003-9829,0.595,1.327,0.385
10605,Australian Journal of Linguistics,0726-8602,0.595,0.680,0.299
10605,FOOD BIOTECHNOLOGY,0890-5436,0.595,1.107,0.208
10605,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,0218-1266,0.595,0.541,0.086
10605,REVISTA MEXICANA DE FISICA,0035-001X,0.595,0.473,0.086
10605,Urban Design International,1357-5317,0.595,0.870,0.118
10611,Asian Herpetological Research,2095-0357,0.594,0.631,0.189
10611,International Journal of Radiation Research,2322-3243,0.594,0.637,0.102
10611,Journal of Mass Media Ethics,0890-0523,0.594,1.200,0.277
10611,Series-Journal of the Spanish Economic Association,1869-4187,0.594,0.968,0.557
10615,Biomolecular NMR Assignments,1874-2718,0.593,0.467,0.185
10615,INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION,0020-7209,0.593,0.383,0.050
10615,SEED SCIENCE AND TECHNOLOGY,0251-0952,0.593,0.586,0.102
10618,ECOLOGY LAW QUARTERLY,0046-1121,0.592,0.550,0.212
10618,JOURNAL D ANALYSE MATHEMATIQUE,0021-7670,0.592,0.975,1.282
10618,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,0256-2499,0.592,0.786,0.162
10621,Hemijska Industrija,0367-598X,0.591,0.608,0.101
10622,APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,1054-4887,0.590,0.571,0.114
10622,ARCHIV DER MATHEMATIK,0003-889X,0.590,0.583,0.540
10622,Bariatric Surgical Practice and Patient Care,2168-023X,0.590,0.655,0.158
10622,Bariatric Surgical Practice and Patient Care,2168-023X,0.590,0.655,0.158
10622,British Journal of Learning Disabilities,1354-4187,0.590,0.995,0.227
10622,EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,1611-4426,0.590,0.650,0.175
10622,Fetal and Pediatric Pathology,1551-3815,0.590,0.599,0.170
10622,Materiali in Tehnologije,1580-2949,0.590,0.619,0.097
10622,TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,0020-2967,0.590,0.794,0.152
10631,British Journal of Middle Eastern Studies,1353-0194,0.589,0.573,0.233
10631,MEDICINE SCIENCE AND THE LAW,0025-8024,0.589,0.599,0.181
10631,MEDICINE SCIENCE AND THE LAW,0025-8024,0.589,0.599,0.181
10634,ACTA BOTANICA CROATICA,0365-0588,0.588,0.828,0.197
10634,SCOTTISH HISTORICAL REVIEW,0036-9241,0.588,0.397,0.032
10636,APPLIED ARTIFICIAL INTELLIGENCE,0883-9514,0.587,0.711,0.147
10636,IEEE Pulse,2154-2287,0.587,0.753,0.175
10636,Journal of the Australian Ceramic Society,2510-1560,0.587,0.791,0.143
10639,CHINESE JOURNAL OF CHEMICAL PHYSICS,1674-0068,0.586,0.576,0.123
10639,MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,1387-3954,0.586,0.712,0.220
10639,PTERIDINES,0933-4807,0.586,0.447,0.099
10642,Annales de Chirurgie Plastique Esthetique,0294-1260,0.585,0.533,0.150
10642,COMPARATIVE MEDICINE,1532-0820,0.585,0.884,0.252
10642,Miskolc Mathematical Notes,1787-2405,0.585,0.574,0.177
10642,PSYCHOLOGIST,0952-8229,0.585,0.803,0.228
10646,AQUATIC INSECTS,0165-0424,0.583,0.511,0.171
10646,ARCHIVE FOR HISTORY OF EXACT SCIENCES,0003-9519,0.583,0.886,0.472
10646,ARCHIVE FOR HISTORY OF EXACT SCIENCES,0003-9519,0.583,0.886,0.472
10646,JOURNAL OF MODERN HISTORY,0022-2801,0.583,0.805,0.754
10646,LAW LIBRARY JOURNAL,0023-9283,0.583,0.618,0.064
10651,HUMAN STUDIES,0163-8548,0.582,0.739,0.232
10651,INDIAN JOURNAL OF PURE & APPLIED PHYSICS,0019-5596,0.582,0.756,0.112
10651,Journal of Exotic Pet Medicine,1557-5063,0.582,0.779,0.241
10651,Revista Argentina de Clinica Psicologica,0327-6716,0.582,0.423,0.051
10651,Revista Argentina de Clinica Psicologica,0327-6716,0.582,0.423,0.051
10656,Acta Medica Portuguesa,1646-0758,0.581,0.548,0.127
10656,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,1526-1492,0.581,0.706,0.238
10656,ECONOMICS LETTERS,0165-1765,0.581,0.902,0.511
10656,JOURNAL OF GROUP THEORY,1433-5883,0.581,0.535,0.535
10656,Journal fur Verbraucherschutz und Lebensmittelsicherheit-Journal of Consumer Protection and Food Safety,1661-5751,0.581,0.726,0.173
10661,AGRICULTURAL AND FOOD SCIENCE,1459-6067,0.580,1.494,0.353
10661,AMERICAN JOURNAL OF COMPARATIVE LAW,0002-919X,0.580,1.137,0.312
10661,DOKLADY CHEMISTRY,0012-5008,0.580,0.568,0.104
10661,JOURNAL OF ECONOMIC ISSUES,0021-3624,0.580,0.768,0.165
10661,REVUE DES MALADIES RESPIRATOIRES,0761-8425,0.580,0.592,0.113
10661,Russian Journal of Physical Chemistry B,1990-7931,0.580,0.527,0.081
10661,Turkish Journal of Electrical Engineering and Computer Sciences,1300-0632,0.580,0.697,0.109
10668,British Journal of Religious Education,0141-6200,0.579,0.621,0.317
10668,Italian Journal of Agronomy,1125-4718,0.579,Not Available,Not Available
10668,Palaeontographica Abteilung B-Palaeophytologie Palaeobotany-Palaeophytology,0375-0299,0.579,0.718,0.247
10668,REVIEW OF RADICAL POLITICAL ECONOMICS,0486-6134,0.579,0.667,0.174
10668,Revue Internationale de Psychologie Sociale-International Review of Social Psychology,2119-4130,0.579,0.625,0.243
10673,INTERVENTION IN SCHOOL AND CLINIC,1053-4512,0.578,0.776,0.161
10673,Orthopaedic Nursing,0744-6020,0.578,0.740,0.200
10673,Orthopaedic Nursing,0744-6020,0.578,0.740,0.200
10673,ZYGON,0591-2385,0.578,0.535,0.036
10677,Anthropological Theory,1463-4996,0.577,1.271,0.451
10677,FIBRES & TEXTILES IN EASTERN EUROPE,1230-3666,0.577,0.757,0.122
10677,Gastroenterology Nursing,1042-895X,0.577,0.775,0.200
10677,Gastroenterology Nursing,1042-895X,0.577,0.775,0.200
10677,MATHEMATICAL NOTES,0001-4346,0.577,0.428,0.283
10682,Asian Studies Review,1035-7823,0.576,0.919,0.363
10682,INTERNATIONAL SURGERY,0020-8868,0.576,0.762,Not Available
10684,Australian and New Zealand Journal of Family Therapy,0814-723X,0.575,0.723,0.157
10684,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,0949-149X,0.575,0.663,0.100
10684,JOURNAL OF MICROWAVE POWER AND ELECTROMAGNETIC ENERGY,0832-7823,0.575,0.930,0.193
10684,LATIN AMERICAN PERSPECTIVES,0094-582X,0.575,1.003,0.305
10684,Mitochondrial DNA Part A,2470-1394,0.575,0.584,0.134
10684,SOCIOLOGICAL RESEARCH ONLINE,1360-7804,0.575,0.957,0.334
10690,Asian Journal of Communication,0129-2986,0.574,0.801,0.257
10690,INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,0046-9580,0.574,0.783,0.508
10690,INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,0046-9580,0.574,0.783,0.508
10690,Journal of Friction and Wear,1068-3666,0.574,0.581,0.087
10690,MOLLUSCAN RESEARCH,1323-5818,0.574,0.597,0.148
10690,Metallurgical Research & Technology,2271-3646,0.574,0.603,0.107
10696,HORTTECHNOLOGY,1063-0198,0.573,0.717,0.167
10697,Journal of Systems Engineering and Electronics,1004-4132,0.572,0.675,0.121
10697,Zeitschrift fur Orthopadie und Unfallchirurgie,1864-6697,0.572,0.629,0.150
10699,AMERICAN ANNALS OF THE DEAF,0002-726X,0.571,0.835,0.156
10699,AMERICAN JOURNAL OF FAMILY THERAPY,0192-6187,0.571,0.900,0.239
10699,Computational Methods and Function Theory,1617-9447,0.571,0.583,0.467
10699,FUNCTIONAL ANALYSIS AND ITS APPLICATIONS,0016-2663,0.571,0.587,0.530
10699,INTERNATIONAL JOURNAL OF MATHEMATICS,0129-167X,0.571,0.641,0.629
10699,JOURNAL OF BLACK STUDIES,0021-9347,0.571,0.708,0.204
10699,JUVENILE AND FAMILY COURT JOURNAL,0161-7109,0.571,0.448,0.119
10699,Latin American Economic Review,2198-3526,0.571,0.406,0.097
10699,MINERVA CARDIOANGIOLOGICA,0026-4725,0.571,0.493,0.152
10699,Netherlands Quarterly of Human Rights,0924-0519,0.571,0.791,0.121
10699,SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,0539-0184,0.571,0.721,0.256
10699,ZEITSCHRIFT FUR SOZIOLOGIE,0340-1804,0.571,0.783,0.311
10711,Communication Culture & Critique,1753-9129,0.569,Not Available,Not Available
10711,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,1462-7264,0.569,0.662,0.583
10711,International Journal of Clothing Science and Technology,0955-6222,0.569,0.592,0.102
10711,Journal of Competition Law & Economics,1744-6414,0.569,0.742,0.169
10711,Journal of Ocean University of China,1672-5182,0.569,0.726,0.175
10711,REVUE FRANCAISE DE SOCIOLOGIE,0035-2969,0.569,0.748,0.339
10711,SOTSIOLOGICHESKIE ISSLEDOVANIYA,0132-1625,0.569,0.389,0.017
10718,Annals of Combinatorics,0218-0006,0.568,0.493,0.529
10718,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,0925-7721,0.568,0.587,0.437
10718,COMPUTER MUSIC JOURNAL,0148-9267,0.568,0.735,0.162
10718,Energy & Environment,0958-305X,0.568,0.570,0.124
10718,European Poultry Science,1612-9199,0.568,0.548,0.103
10718,ISOKINETICS AND EXERCISE SCIENCE,0959-3020,0.568,0.562,0.136
10718,OCEANIA,0029-8077,0.568,0.546,0.157
10725,INDIAN JOURNAL OF CHEMISTRY SECTION A-INORGANIC BIO-INORGANIC PHYSICAL THEORETICAL & ANALYTICAL CHEMISTRY,0376-4710,0.566,0.692,0.111
10725,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,0916-7005,0.566,0.661,0.318
10727,INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE,1943-670X,0.565,0.705,0.121
10727,International Journal on Artificial Intelligence Tools,0218-2130,0.565,0.525,0.152
10727,JOURNAL OF PLANT NUTRITION,0190-4167,0.565,0.768,0.166
10727,Revista Brasileira de Ornitologia,0103-5657,0.565,0.410,0.144
10727,Sains Malaysiana,0126-6039,0.565,0.697,0.094
10727,TROPICAL DOCTOR,0049-4755,0.565,0.642,0.200
10733,Advances in Mathematics of Communications,1930-5346,0.564,0.555,0.430
10733,GRASAS Y ACEITES,0017-3495,0.564,0.969,0.205
10733,Nordic Psychology,1901-2276,0.564,0.773,0.191
10736,Digital Scholarship in the Humanities,2055-7671,0.563,0.563,0.147
10736,FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,0015-1920,0.563,0.631,0.123
10736,Funkcialaj Ekvacioj-Serio Internacia,0532-8721,0.563,0.600,0.399
10736,International Journal of Oil Gas and Coal Technology,1753-3309,0.563,0.695,0.150
10736,JOURNAL OF INTERDISCIPLINARY HISTORY,0022-1953,0.563,1.165,0.435
10736,Journal of Agrometeorology,0972-1665,0.563,0.641,0.105
10736,PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,0006-324X,0.563,0.548,0.199
10736,Zeitschrift fur Sprachwissenschaft,0721-9067,0.563,0.686,0.396
10744,ACTA MEDICA OKAYAMA,0386-300X,0.562,0.709,0.181
10744,AUTOMATION AND REMOTE CONTROL,0005-1179,0.562,0.515,0.090
10746,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,0374-1036,0.561,0.682,0.200
10746,Discrete and Continuous Dynamical Systems-Series S,1937-1632,0.561,0.711,0.459
10746,FUNDAMENTA MATHEMATICAE,0016-2736,0.561,0.614,0.669
10746,JOURNAL OF CAVE AND KARST STUDIES,1090-6924,0.561,1.091,0.324
10746,Journal of Geometric Mechanics,1941-4889,0.561,0.657,0.434
10746,ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,1616-3443,0.561,0.667,0.162
10752,Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,0717-7917,0.560,0.622,0.095
10752,CHEMICAL ENGINEERING PROGRESS,0360-7275,0.560,0.471,0.103
10752,DEVELOPING ECONOMIES,0012-1533,0.560,0.638,0.189
10752,Journal of Nonlinear and Convex Analysis,1345-4773,0.560,0.664,0.240
10756,Annales Polonici Mathematici,0066-2216,0.559,0.579,0.322
10756,Archive for the Psychology of Religion-Archiv fur Religionspsychologie,0084-6724,0.559,0.609,0.122
10756,Erwerbs-Obstbau,0014-0309,0.559,0.569,0.108
10756,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,0391-9714,0.559,0.468,0.184
10756,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,0391-9714,0.559,0.468,0.184
10756,International Food Research Journal,1985-4668,0.559,Not Available,Not Available
10756,KNOWLEDGE ORGANIZATION,0943-7444,0.559,0.553,0.086
10756,PHILOSOPHY OF THE SOCIAL SCIENCES,0048-3931,0.559,0.669,0.216
10756,Progress in Rubber Plastics and Recycling Technology,1477-7606,0.559,0.407,0.052
10756,ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,1010-0652,0.559,1.011,0.316
10766,ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,0217-5959,0.558,0.543,0.173
10766,CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,0008-5286,0.558,0.756,0.239
10766,DOKLADY PHYSICS,1028-3358,0.558,0.541,0.160
10766,Hacettepe Journal of Mathematics and Statistics,1303-5010,0.558,0.666,0.119
10766,LINGUISTIC REVIEW,0167-6318,0.558,0.813,0.350
10766,Physiology International,2498-602X,0.558,0.558,0.124
10766,Puerto Rico Health Sciences Journal,0738-0658,0.558,0.702,0.215
10766,Quality Assurance and Safety of Crops & Foods,1757-8361,0.558,0.747,0.139
10766,Science and Technology of Energetic Materials,1347-9466,0.558,0.550,0.120
10766,TURKISH JOURNAL OF ZOOLOGY,1300-0179,0.558,0.689,0.200
10776,SOCIAL CHOICE AND WELFARE,0176-1714,0.557,0.803,0.594
10777,ENTERPRISE & SOCIETY,1467-2227,0.556,0.664,0.308
10777,Journal of Germanic Linguistics,1470-5427,0.556,0.444,0.098
10777,Psicologica,0211-2159,0.556,0.609,0.197
10777,WATER QUALITY RESEARCH JOURNAL OF CANADA,1201-3080,0.556,0.652,0.147
10781,Energy Sources Part A-Recovery Utilization and Environmental Effects,1556-7036,0.555,0.576,0.103
10781,GEOMAGNETISM AND AERONOMY,0016-7932,0.555,0.516,0.124
10781,PATHOLOGE,0172-8113,0.555,0.471,0.093
10781,Russian Physics Journal,1064-8887,0.555,0.543,0.064
10785,ANZIAM JOURNAL,1446-1811,0.554,0.803,0.325
10785,Botanical Sciences,2007-4298,0.554,0.821,0.241
10785,JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,1064-2307,0.554,0.536,0.090
10785,JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,0923-8174,0.554,0.607,0.166
10785,MINERVA CHIRURGICA,0026-4733,0.554,0.673,0.177
10785,Malaysian Journal of Pathology,0126-8635,0.554,Not Available,Not Available
10791,JOURNAL OF RUSSIAN LASER RESEARCH,1071-2836,0.553,0.487,0.093
10791,Solid Fuel Chemistry,0361-5219,0.553,0.471,0.043
10793,Austrian Journal of Forest Science,0379-5292,0.552,0.484,0.084
10793,SOUTH AFRICAN JOURNAL OF GEOLOGY,1012-0750,0.552,0.829,0.351
10795,New York Journal of Mathematics,1076-9803,0.551,0.529,0.640
10795,Operators and Matrices,1846-3886,0.551,0.488,0.446
10797,Ciencia e Tecnica Vitivinicola,0254-0223,0.550,0.898,0.176
10797,Polish Journal of Chemical Technology,1509-8117,0.550,0.655,0.114
10799,African Journal of Reproductive Health,1118-4841,0.549,Not Available,Not Available
10799,Journal of Medical Imaging and Health Informatics,2156-7018,0.549,0.533,0.081
10799,Russian Journal of Physical Chemistry A,0036-0244,0.549,0.540,0.088
10799,SOCIOLOGICAL SPECTRUM,0273-2173,0.549,0.790,0.279
10799,TOPOLOGY AND ITS APPLICATIONS,0166-8641,0.549,0.579,0.310
10799,Veterinary Research Forum,2008-8140,0.549,Not Available,Not Available
10805,ARMED FORCES & SOCIETY,0095-327X,0.548,0.826,0.298
10805,BALTIC FORESTRY,1392-1355,0.548,0.832,0.180
10805,Fixed Point Theory,1583-5022,0.548,0.634,0.167
10805,Journal of Volcanology and Seismology,0742-0463,0.548,0.597,0.175
10805,MIDDLE EAST JOURNAL,0026-3141,0.548,0.667,0.290
10805,Turk Psikiyatri Dergisi,1300-2163,0.548,0.771,0.156
10811,Australasian Journal of Early Childhood,0312-5033,0.547,0.959,0.133
10811,MIDDLE EAST POLICY,1061-1924,0.547,0.624,0.258
10811,PAKISTAN JOURNAL OF ZOOLOGY,0030-9923,0.547,0.554,0.114
10811,Plant Biotechnology,1342-4580,0.547,0.878,0.228
10811,Revista Espanola de Pedagogia,0034-9461,0.547,0.561,0.044
10816,Acta Ortopedica Brasileira,1413-7852,0.546,0.733,0.180
10816,BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,0007-4888,0.546,0.495,0.077
10816,PESQUISA AGROPECUARIA BRASILEIRA,0100-204X,0.546,0.909,0.223
10819,Economics-The Open Access Open-Assessment E-Journal,1864-6042,0.545,0.652,0.192
10819,Estudios de Economia,0718-5286,0.545,0.510,0.146
10819,FOLIA PHONIATRICA ET LOGOPAEDICA,1021-7762,0.545,0.967,0.244
10819,FOLIA PHONIATRICA ET LOGOPAEDICA,1021-7762,0.545,0.967,0.244
10819,International Food and Agribusiness Management Review,1559-2448,0.545,0.789,0.147
10819,JOURNAL OF OBSTETRICS AND GYNAECOLOGY,0144-3615,0.545,0.647,0.176
10819,Plankton & Benthos Research,1880-8247,0.545,Not Available,Not Available
10819,SOCIAL PHILOSOPHY & POLICY,0265-0525,0.545,0.561,0.271
10827,Animal Cells and Systems,1976-8354,0.544,0.458,0.103
10827,HIGH TEMPERATURES-HIGH PRESSURES,0018-1544,0.544,0.627,0.181
10827,Planta Daninha,0100-8358,0.544,0.599,0.128
10830,FOOD AND DRUG LAW JOURNAL,1064-590X,0.543,0.451,0.160
10830,FOOD AND DRUG LAW JOURNAL,1064-590X,0.543,0.451,0.160
10830,INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,0971-4588,0.543,0.804,0.132
10830,JOURNAL OF OPERATOR THEORY,0379-4024,0.543,0.713,0.736
10830,Journal of Victorian Culture,1355-5502,0.543,0.713,0.230
10830,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,1017-0839,0.543,0.610,0.196
10830,Zeitschrift fur Sexualforschung,0932-8114,0.543,0.670,0.124
10837,Acta Orthopaedica Belgica,0001-6462,0.542,0.915,0.287
10837,HUMAN HEREDITY,0001-5652,0.542,1.192,0.539
10837,REFRACTORIES AND INDUSTRIAL CERAMICS,1083-4877,0.542,0.439,0.052
10840,ECONOMIST-NETHERLANDS,0013-063X,0.541,0.816,0.565
10840,German History,0266-3554,0.541,0.691,0.732
10840,Journal of Symplectic Geometry,1527-5256,0.541,0.679,0.903
10840,POST-COMMUNIST ECONOMIES,1463-1377,0.541,0.773,0.132
10840,REVISTA BRASILEIRA DE PALEONTOLOGIA,1519-7530,0.541,0.780,0.213
10840,STOCHASTIC ANALYSIS AND APPLICATIONS,0736-2994,0.541,0.690,0.464
10846,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,0010-3624,0.540,0.649,0.140
10846,Current Bioinformatics,1574-8936,0.540,0.627,0.156
10846,International Journal of Wavelets Multiresolution and Information Processing,0219-6913,0.540,0.548,0.170
10846,Journal of Grey System,0957-3720,0.540,0.532,0.045
10846,Review of Development Economics,1363-6669,0.540,0.708,0.230
10846,Topics in Applied Physics,0303-4216,0.540,1.007,0.319
10852,LETTERS IN ORGANIC CHEMISTRY,1570-1786,0.539,0.594,0.085
10853,CASTANEA,0008-7475,0.538,0.436,0.132
10853,ENVIRONMENT AND HISTORY,0967-3407,0.538,0.792,0.222
10853,European Journal of Hospital Pharmacy-Science and Practice,2047-9956,0.538,0.549,0.120
10853,FRONTIERS-A JOURNAL OF WOMEN STUDIES,0160-9009,0.538,0.452,0.112
10853,International Journal of Mental Health Promotion,1462-3730,0.538,Not Available,Not Available
10853,JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,0003-0651,0.538,0.669,0.274
10853,JUSTICE SYSTEM JOURNAL,0098-261X,0.538,0.463,0.134
10853,ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,1438-3608,0.538,0.682,0.177
10853,ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,1438-3608,0.538,0.682,0.177
10862,ECONOMIC AND SOCIAL REVIEW,0012-9984,0.537,0.894,0.288
