InternationalÿJournal on Food System Dynamics,2010-2018 (FULL)
InternationalÿLabour Review,1999-2020
InternationalÿLabor and Working-Class History,2006-2020 (FULL)
InternationalÿMigration Review,2012-2017
InternationalÿTrade and Trade Policy,2017-2020
IMF EconomicÿReview,2010-2020
IMF StaffÿPapers,1951-2010
InternationalÿOrganization,1947-2020 (FULL)
InternationalÿPlanning Studies,2011-2020
InternationalÿProductivity Monitor,2000-2020 (FULL)
InternationalÿReal Estate Review,1998-2020 (FULL)
InternationalÿRegional Science Review,1975-2020
InternationalÿReview of Applied Economics,1997-2020
InternationalÿReview of Economic Education,2003-2012 (FULL)
InternationalÿReview of Economics,2006-2020
InternationalÿReview of Economics & Finance,1992-2020 (FULL)
InternationalÿReview of Economics Education,2013-2020
InternationalÿReview of Environmental and Resource Economics,2007-2020 (FULL)
InternationalÿReview of Finance,2000-2020 (FULL)
InternationalÿReview of Financial Analysis,1992-2020 (FULL)
InternationalÿReview of Law and Economics,1981-2020 (FULL)
InternationalÿReview of Management and Marketing,2011-2020 (FULL)
InternationalÿReview of Public Administration,1999-2020
InternationalÿReview on Public and Nonprofit Marketing,2004-2020 (FULL)
InternationalÿSocial Security Review,1967-2020
InternationalÿStatistical Review,1997-2020
InternationalÿStudies,1959-2020 (FULL)
InternationalÿTax and Public Finance,1994-2020 (FULL)
InternationalÿTrade and Trade Policy,2017-2020
TheÿInternationalÿTrade Journal,2013-2020
Investigaci¢nÿen Ciencia Regional,2010-2017 (FULL)
"Investigacionesÿde Historia Econ¢mica - Economic History Research IHE-EHR), Journal of the Spanish Economic History Association",2005-2020
InvestigacionesÿEconomicas,1986-2009
InvestigacionesÿEuropeas de Direcci¢n y Econom¡a de la Empresa IEDEE),2004-2015
INVESTIGACIONESÿREGIONALES - Journal of REGIONAL RESEARCH,2002-2020
IPAGÿEconomics and Management Letters,(FULL)
IranianÿEconomic Review IER),2005-2020
TheÿIrishÿJournal of Management,2015-2020
IslamicÿEconomic Studies,1993-2020 (FULL)
IsraelÿEconomic Review,2003-2020 (FULL)
Isletmeÿve Iktisat Calismalari Dergisi,2013-2020 (FULL)
Issuesÿin Agricultural Economy,2003-2004
IstanbulÿBusiness Research,2018-2020
"IstanbulÿCommerce University, Turkish Journal of Entrepreneurship",2017-2017
IstanbulÿJournal of Economics-Istanbul Iktisat Dergisi,2018-2019
IstanbulÿJournal of Economics-Istanbul Iktisat Dergisi,2018-2020
IstanbulÿManagement Journal,2018-2020
IstanbulÿStock Exchange Review,1997-2013 (FULL)
IstanbulÿUniversity Econometrics and Statistics e-Journal,2005-2013 (FULL)
ItalianÿEconomic Journal: A Continuation of Rivista Italiana degli Economisti and Giornale degli Economisti,2015-2020 (FULL)
TheÿIUP Journalÿof Accounting Research and Audit Practices,2007-2014
TheÿIUP Journalÿof Agricultural Economics,2004-2012 (FULL)
TheÿIUP Journalÿof Applied Economics,2002-2014 (FULL)
TheÿIUP Journalÿof Applied Finance,2012-2014
TheÿIUP Journalÿof Bank Management,2003-2014 (FULL)
TheÿIUP Journalÿof Computer Sciences,2012-2014
TheÿIUP Journalÿof Financial Economics,2003-2012 (FULL)
TheÿIUP Journalÿof Governance and Public Policy,2006-2012 (FULL)
TheÿIUP Journalÿof Knowledge Management,2012-2012
TheÿIUP Journalÿof Management Research,2012-2012
TheÿIUP Journalÿof Managerial Economics,2003-2012 (FULL)
TheÿIUP Journalÿof Monetary Economics,2004-2012 (FULL)
TheÿIUP Journalÿof Public Finance,2004-2012 (FULL)
IW-Trendsÿ? Vierteljahresschrift zur empirischen Wirtschaftsforschung,2000-2020
IZA Journalÿof Development and Migration,2019-2019 (FULL)
IZA Journalÿof European Labor Studies,2012-2017 (FULL)
IZA Journalÿof Labor & Development,2012-2017 (FULL)
IZA Journalÿof Labor Economics,2012-2018 (FULL)
IZA Journalÿof Labor Economics,2019-2019 (FULL)
IZA Journalÿof Labor Policy,2012-2019 (FULL)
IZA Journalÿof Labor Policy,2018-2019 (FULL)
IZA Journalÿof Migration and Development,2012-2019 (FULL)
IZA Worldÿof Labor,2014-2020 (FULL)
IzvestiaÿJournal of the Union of Scientists - Varna. Economic Sciences Series,2012-2020
Izvestiya,2010-2020
,
,
,
,
Journal,Coverage
JadavpurÿJournal of International Relations,1995-2020
Review of Regional Research:ÿJahrbuchÿfr Regionalwissenschaft,2006-2020
Jahrbuchÿfr Wirtschaftsgeschichte Economic History Yearbook,1960-2020 (FULL)
Japanÿand the World Economy,1988-2020 (FULL)
JapanÿSocial Innovation Journal,2011-2017 (FULL)
TheÿJapaneseÿAccounting Review,2011-2019 (FULL)
TheÿJapaneseÿEconomic Review,1995-2019
JapaneseÿEconomy,1972-2020
JapaneseÿJournal of Agricultural Economics formerly Japanese Journal of Rural Economics),2003-2015
jbm -ÿJournal of Business Market Management,2012-2016
JeSP,2008-2008 (FULL)
JointÿResearch Papers,2012-2013
Journalÿdes Economistes et des Etudes Humaines,1990-2020
"Zeitschrift fr Wirtschafts- und Unternehmensethik -ÿJournalÿfor Business, Economics & Ethics",2007-2016
"Zeitschrift fr Wirtschafts- und Unternehmensethik -ÿJournalÿfor Business, Economics & Ethics",2007-2020
Journalÿfor Economic Educators,2009-2018
Zeitschrift fr ArbeitsmarktForschung -ÿJournalÿfor Labour Market Research,2004-2011
Journalÿfor Labour Market Research,2012-2020
Journalÿfor Markets and Ethics,2017-2019
Journalÿfor Perspectives of Economic Political and Social Integration,2010-2018
Journalÿof Academic Finance,2010-2020 (FULL)
Journalÿof Academic Research in Economics,2009-2017 (FULL)
Journalÿof Accounting and Economics,1979-2020 (FULL)
Journalÿof Accounting and Finance in Emerging Economies,2015-2020 (FULL)
TheÿJournalÿof Accounting and Management,2011-2015
Journalÿof Accounting and Management Information Systems,2011-2020
Journalÿof Accounting and Public Policy,1982-2011 (FULL)
"Journalÿof Accounting, Business and Finance Research",2017-2020 (FULL)
Journalÿof Accounting Education,2008-2020
Journalÿof Accounting Literature,2013-2019
Journalÿof Accounting Research,1963-2020
Journalÿof Advanced Research in Economics and International Business,2013-2015 (FULL)
Journalÿof Advanced Research in Law and Economics,2010-2018 (FULL)
Journalÿof Advanced Research in Management,2016-2018 (FULL)
Journalÿof Advanced Research in Management,2010-2018 (FULL)
Journalÿof Advanced Studies in Finance,2010-2018 (FULL)
Journalÿof Advances in Management Research,2007-2020
Journalÿof Advertising Research,1996-2005
Journalÿof African Business,2013-2020
Journalÿof African Development,1992-2018
Journalÿof African Economies,1992-2020 (FULL)
Journalÿof Agribusiness,1983-2019
Journalÿof Agribusiness and Rural Development,2013-2017
Journalÿof Agribusiness in Developing and Emerging Economies,2011-2020 (FULL)
Journalÿof Agricultural and Applied Economics,1993-2014
Journalÿof Agricultural and Applied Economics,1969-2020 (FULL)
Journalÿof Agricultural & Food Industrial Organization,2002-2020 (FULL)
Journalÿof Agricultural and Resource Economics,1988-2020
Journalÿof Agricultural Cooperation,1986-1994
Journalÿof Agricultural Economics,1990-2020
Journalÿof Agricultural Economics Research,1949-2013
SS-AAEAÿJournalÿof Agricultural Economics,1983-2015
Journalÿof Agriculture and Crops,2015-2020 (FULL)
Journalÿof Air Transport Management,1994-2020
Journalÿof Applied Accounting Research,2008-2020
Journalÿof Applied Corporate Finance,1989-2020
Journalÿof Applied Econometrics,1986-2010 (FULL)
Journalÿof Applied Econometrics,1986-2020
Journalÿof Applied Economics,1998-2017 (FULL)
Journalÿof Applied Economics,2002-2007
Journalÿof Applied Economic Sciences,2006-2012 (FULL)
Journalÿof Applied Finance & Banking,2011-2020 (FULL)
Journalÿof Applied Leadership and Management,2012-2019 (FULL)
Journalÿof Applied Management and Investments,2012-2020 (FULL)
Journalÿof Applied Statistics,1997-2020
Journalÿof Artificial Societies and Social Simulation,1998-2020
Journalÿof Asian Business Strategy,2011-2020
Journalÿof Asian Economics,1990-2020 (FULL)
Journalÿof Asian Scientific Research,2011-2020 (FULL)
Journalÿof Asian Security and International Affairs,2014-2020 (FULL)
Journalÿof Asset Management,2016-2020
Journalÿof Banking & Finance,1977-2020 (FULL)
Journalÿof Banking and Financial Economics,2014-2019 (FULL)
Journalÿof Banking Regulation,2009-2020
Journalÿof Behavioral and Experimental Economics formerly The Journal of Socio-Economics),1991-2020
Journalÿof Behavioral and Experimental Finance,2014-2020 (FULL)
Journalÿof Behavioral Economics,1972-1990 (FULL)
Journalÿof Behavioral Economics for Policy,2017-2020 (FULL)
Journalÿof Behavioral Public Administration,2018-2020 (FULL)
Journalÿof Benefit-Cost Analysis,2010-2014 (FULL)
Journalÿof Benefit-Cost Analysis,2010-2020 (FULL)
Journalÿof Bioeconomics,2000-2020
Journalÿof Biotechnology Research,2015-2020 (FULL)
Journalÿof Borderlands Studies,2012-2020
Journalÿof BRSA Banking and Financial Markets,2007-2020 (FULL)
TheÿJournalÿof Business,1928-2006
"Journalÿof Business, Universidad del Pac¡fico Lima, Per£)",2009-2017 (FULL)
Journalÿof Business,2016-2020 (FULL)
Journalÿof Business & Economic Statistics,1983-2011 (FULL)
Journalÿof Business & Economic Statistics,2009-2020 (FULL)
Journalÿof Business & Management COES&RJ-JBM),2013-2020 (FULL)
Journalÿof Business and Social Review in Emerging Economies,2015-2020 (FULL)
Journalÿof Business Cycle Measurement and Analysis,2004-2008 (FULL)
OECDÿJournal:ÿJournal of Business Cycle Measurement and Analysis,2009-2016 (FULL)
Journalÿof Business Cycle Research,2016-2020
Journalÿof Business Economics,2016-2020
Journalÿof Business Economics and Information Technology,2014-2015 (FULL)
Journalÿof Business Economics and Management,2003-2017
Journalÿof Business Ethics,2000-2020
Journalÿof Business Finance & Accounting,1996-2020
Journalÿof Business Research,1973-2020
Journalÿof Business Valuation and Economic Loss Analysis,2006-2020 (FULL)
Journalÿof Business Venturing,1985-2020 (FULL)
Journalÿof Business Venturing Insights,2014-2020 (FULL)
Journalÿof Causal Inference,2013-2020 (FULL)
Journalÿof Central Banking Theory and Practice,2012-2020 (FULL)
Journalÿof Central European Green Innovation,2013-2019 (FULL)
Journalÿof Challenges,2014-2015 (FULL)
Journalÿof Chinese Economic and Business Studies,2003-2020 (FULL)
Journalÿof Chinese Economic and Foreign Trade Studies,2008-2020 (FULL)
Journalÿof choice modelling,2012-2020
Journalÿof Classification,1984-2020 (FULL)
Journalÿof Commerce and Trade,2005-2018
Journalÿof Commodity Markets,2016-2020 (FULL)
Journalÿof Common Market Studies,1962-2020
Journalÿof Community Positive Practices,2012-2020
Journalÿof Comparative Economics,1977-2020 (FULL)
TheÿJournalÿof Comparative Economic Studies JCES),2005-2012 (FULL)
"Journalÿof Competences, Strategy & Management",2014-2019
Journalÿof Competition Law and Economics,2005-2020 (FULL)
Journalÿof Conflict Resolution,1957-2020
Journalÿof Consumer Affairs,2012-2020
Journalÿof Consumer Policy,2004-2020
Journalÿof Consumer Research,1974-2020 (FULL)
Journalÿof Contemporary Accounting,2019-2019 (FULL)
Journalÿof Contemporary Accounting and Economics,2008-2020
Journalÿof Contextual Economics JCE) ? Schmollers Jahrbuch,2017-2018
Journalÿof Cooperatives,1995-2019
Journalÿof Corporate Finance,1994-2020 (FULL)
Journalÿof Corporate Finance Research ????????????? ???????,2007-2016
Journalÿof Criminal Justice,1973-2020 (FULL)
Journalÿof Cultural Economics,1996-2020
Journalÿof Cultural Economy,2008-2020
Journalÿof Current Chinese Affairs - China aktuell,1999-2017
Journalÿof Current Southeast Asian Affairs,1999-2015
JODEÿ- Journal of Demographic Economics,2015-2020
Journalÿof Developing Areas,2003-2020
Journalÿof Developing Societies,2003-2020
Journalÿof Developmental Entrepreneurship JDE),2005-2020
Journalÿof Development Economics,1974-2020 (FULL)
Journalÿof Development Effectiveness,2009-2020 (FULL)
Journalÿof Development Innovations,2017-2020 (FULL)
Journalÿof Development Policy and Practice,2016-2020 (FULL)
Journalÿof Development Studies,1995-2020
Journalÿof Doctoral Research in Economics,2009-2011
Journalÿof East European Management Studies,2007-2020
Journalÿof East European Management Studies,2007-2016
Journalÿof Econometric Methods,2012-2020 (FULL)
Journalÿof Econometrics,1973-2020 (FULL)
Journalÿof Economic Analysis,2010-2010 (FULL)
Journalÿof Economic and Administrative Sciences,2007-2020
Journalÿof Economic and Financial Studies JEFS),2013-2017 (FULL)
Journalÿof Economic and Social Measurement,2013-2017
Journalÿof Economic and Social Thought,2014-2018 (FULL)
TheÿJournalÿof Economic Asymmetries,2008-2020 (FULL)
Journalÿof Economic Behavior & Organization,1980-2020 (FULL)
Journalÿof Economic Development,2000-2020
"Journalÿof Economic Development, Environment and People",2012-2019 (FULL)
Journalÿof Economic Dynamics and Control,1979-2020 (FULL)
TheÿJournalÿof Economic Education,1996-2020
Journalÿfor Economic Forecasting,2000-2020 (FULL)
Journalÿof Economic Geography,2001-2020 (FULL)
Journalÿof Economic Growth,1996-2020 (FULL)
TheÿJournalÿof Economic History,1941-2020
Journalÿof Economic Impact,2019-2020 (FULL)
TheÿJournalÿof Economic Inequality,2003-2019
TheÿJournalÿof Economic Inequality,2016-2020
Journalÿof Economic Insight formerly the Journal of Economics MVEA)),2000-2019
Journalÿof Economic Integration,1997-2020
Journalÿof Economic Interaction and Coordination,2006-2020 (FULL)
Journalÿof Economic Issues,1967-2020
Journalÿof Economic Literature,1969-2020
Journalÿof Economic Methodology,1994-2020 (FULL)
Journalÿof Economic Perspectives,1987-2020 (FULL)
Journalÿof Economic Policy Reform,2007-2020
Journalÿof Economic Policy Reform,1996-2020
Journalÿof Economic Psychology,1981-2020 (FULL)
Journalÿof Economics,1941-2020
Journalÿof Economics and Behavioral Studies,2010-2020 (FULL)
Journalÿof Economics and Business,1982-2020
Journalÿof Economics and Econometrics,2007-2020
Journalÿof Economics and Finance,1997-2020
Journalÿof Economics and Financial Analysis,2017-2020 (FULL)
IIUMÿJournalÿof Economics and Management,1987-2009
Journalÿof Economics and Management,2005-2018 (FULL)
Journalÿof Economics & Management Strategy,1992-2020 (FULL)
Journalÿof Economics and Political Economy,2014-2014 (FULL)
Journalÿof Economics and Political Economy,2014-2018 (FULL)
Journalÿof Economics and Statistics Jahrbuecher fuer Nationaloekonomie und Statistik),1863-2020
Journalÿof Economics Bibliography,2014-2018 (FULL)
"Journalÿof Economics, Finance and Administrative Science",2009-2020
Journalÿof Economics Library,2014-2018 (FULL)
Journalÿof Economic Sociology,2012-2015
"Journalÿof Economics, Race, and Policy",2018-2020 (FULL)
Journalÿof Economic Structures,2012-2020
Journalÿof Economic Studies,2007-2020
Journalÿof Economic Surveys,1987-2020 (FULL)
Journalÿof Economics Teaching,2016-2020 (FULL)
Journalÿof Economic Theory,1969-2020 (FULL)
Journalÿof Economy and its Applications,2015-2015
Journalÿof Educational and Behavioral Statistics,1976-2020
Journalÿof Education for Sustainable Development,2007-2020
TheÿJournalÿof Educational Research,2012-2020
Journalÿof Electronic Commerce in Organizations JECO),2003-2021 (FULL)
Journalÿof Emerging Market Finance,2002-2020
Journalÿof Emerging Trends in Marketing and Management,2016-2018 (FULL)
Journalÿof Empirical Economics,2013-2016 (FULL)
Journalÿof Empirical Finance,1993-2020 (FULL)
Journalÿof Empirical Studies,2014-2019 (FULL)
Journalÿof Energy Finance & Development,1998-1999 (FULL)
Journalÿof Enterprising Communities: People and Places in the Global Economy,2007-2020
Journalÿof Enterprising Culture JEC),1993-2020
Journalÿof Entrepreneurial and Organizational Diversity,2012-2019 (FULL)
Journalÿof Entrepreneurial Finance,1991-2013 (FULL)
TheÿJournalÿof Entrepreneurship,1992-2020
Journalÿof Entrepreneurship and Business Innovation,2014-2015 (FULL)
Journalÿof Entrepreneurship and Public Policy,2012-2020 (FULL)
"Journalÿof Entrepreneurship, Management and Innovation",2012-2020
Journalÿof Environmental Assessment Policy and Management JEAPM),1999-2019
Journalÿof Environmental Economics and Management,1974-2020 (FULL)
Journalÿof Environmental Economics and Policy,2013-2020
Journalÿof Environmental Planning and Management,1997-2020
Journalÿof Environmental Studies and Sciences,2011-2020 (FULL)
TheÿJournalÿof European Theoretical and Applied Studies,2013-2017 (FULL)
Journalÿof Evolutionary Economics,1991-2020 (FULL)
Journalÿof Experimental Political Science,2014-2020 (FULL)
Journalÿof Family and Economic Issues,2006-2020
Journalÿof Family Business Strategy,2010-2020 (FULL)
Journalÿof Finance,1946-2020
Journalÿof Finance and Accounting Research,2019-2019 (FULL)
Journalÿof Finance and Economics Research,2016-2019 (FULL)
Journalÿof Finance and Financial Law,2014-2014
Journalÿof Finance and Investment Analysis,2012-2020 (FULL)
articles ofÿJournalÿof financial analysis,2019-2020 (FULL)
Journalÿof Financial and Monetary Economics,2014-2017 (FULL)
Journalÿof Financial and Quantitative Analysis,1966-2020
Journalÿof Financial Econometrics,2003-2020
Journalÿof Financial Economic Policy,2009-2020 (FULL)
Journalÿof Financial Economics,1974-2020 (FULL)
Journalÿof Financial Engineering JFE),2014-2015 (FULL)
Journalÿof Financial Innovation,2015-2015 (FULL)
Journalÿof Financial Intermediation,1990-2020 (FULL)
"Journalÿof Financial Management, Markets and Institutions",2013-2017
Journalÿof Financial Markets,1998-2020 (FULL)
Journalÿof Financial Perspectives,2013-2017 (FULL)
Journalÿof Financial Regulation,2015-2020
Journalÿof Financial Regulation and Compliance,2007-2020
Journalÿof Financial Reporting and Accounting,2007-2020
Journalÿof Financial Research,1978-2020
Journalÿof Financial Services Research,1997-2020
Journalÿof Financial Stability,2004-2020 (FULL)
Journalÿof Financial Transformation,2001-2020 (FULL)
Journalÿof Food Distribution Research,1969-2019 (FULL)
Journalÿof Forecasting,2001-2011
Journalÿof Forecasting,2012-2020
Journalÿof Forensic Economics,1987-2016 (FULL)
Journalÿof Forest Economics,2002-2018
Journalÿof Forest Economics,2019-2020
Journalÿof Futures Markets,1981-2020
Journalÿof Gambling Business and Economics,2007-2017 (FULL)
"Journalÿof Gender, Agriculture and Food Security Agri-Gender)",2015-2019 (FULL)
Journalÿof Geographical Systems,1999-2020
Journalÿof Global Analysis,2010-2011 (FULL)
Journalÿof Global Economic Analysis,2016-2020 (FULL)
Journalÿof Global Business and Economics,2010-2012 (FULL)
Journalÿof Global Economy,2005-2020 (FULL)
Journalÿof Global Entrepreneurship,2011-2012 (FULL)
Journalÿof Global Entrepreneurship Research,2016-2020
Journalÿof Global History,2006-2020 (FULL)
Journalÿof Global Information Management JGIM),1993-2018 (FULL)
Journalÿof Globalization and Development,2010-2020 (FULL)
Journalÿof Global Management,2011-2012 (FULL)
Journalÿof Global Mobility,2013-2020
Journalÿof Global Optimization,2004-2020
Journalÿof Global Scholars of Marketing Science,2007-2020
Journalÿof Happiness Studies,2000-2020 (FULL)
Journalÿof Health Economics,1982-2020 (FULL)
Journalÿof Heterodox Economics,2014-2017 (FULL)
Journalÿof Heuristics,2016-2020
Journalÿof Housing Economics,1992-2020 (FULL)
Journalÿof Human Capital,2007-2020 (FULL)
Journalÿof Human Development and Capabilities,2000-2020
Journalÿof Humanities and Social Sciences,2010-2011
Journalÿof Human Resource Management,2016-2019
Journalÿof Human Resources,1966-2020
Journalÿof Human Security,2013-2020
Journalÿof Income Distribution,1992-2018
Journalÿof Independent Studies and Research JISR),2003-2007 (FULL)
Journalÿof Industrial Ecology,1997-2020
Journalÿof Industrial Economics,1969-2020
Journalÿof Industrial Organization Education,2006-2012 (FULL)
"Journalÿof Industry, Competition and Trade",2001-2020
Journalÿof Information,2015-2019 (FULL)
Journalÿof Information & Knowledge Management JIKM),2002-2020
Journalÿof Information Systems & Operations Management,2007-2016 (FULL)
Journalÿof Informetrics,2007-2020 (FULL)
Journalÿof Infrastructure Development,2009-2020
Journalÿof Innovation and Entrepreneurship,2016-2020
Journalÿof Innovation Economics,2008-2020 (FULL)
Journalÿof Innovative Business and Management,1999-2020
Journalÿof Institutional and Theoretical Economics JITE),1997-2020
Journalÿof Institutional Economics,2005-2020 (FULL)
Journalÿof Insurance Issues,1985-2020
Journalÿof Interactive Marketing,2008-2020
Journalÿof Intercultural Management,2013-2020
Journalÿof Interdisciplinary Economics,1985-2020
"Journalÿof International Accounting, Auditing and Taxation",2008-2020
Journalÿof International Agricultural Trade and Development,2005-2014 (FULL)
Journalÿof International Business Research and Marketing,2015-2020 (FULL)
Journalÿof International Business Studies,1970-2020
"Journalÿof International Commerce, Economics and Policy JICEP)",2010-2020 (FULL)
Journalÿof International Development,1989-2020
Journalÿof International Economic Law,1998-2020 (FULL)
Journalÿof International Economics,1971-2020 (FULL)
Journalÿof International Entrepreneurship,2004-2020
"Journalÿof International Financial Markets, Institutions and Money",1997-2020
Journalÿof International Management,1998-2020
Journalÿof International Migration and Integration,2016-2020
Journalÿof International Money and Finance,1982-2020 (FULL)
Medzinarodne vztahyÿJournalÿof International Relations),2004-2020 (FULL)
TheÿJournalÿof International Trade & Economic Development,1997-2020 (FULL)
Journalÿof Islamic Monetary Economics and Finance,2015-2020 (FULL)
Journalÿof King Abdulaziz University: Islamic Economics,1989-2018 (FULL)
"Journalÿof Knowledge Management, Economics and Information Technology",2010-2014 (FULL)
Journalÿof Labor Economics,1983-2020 (FULL)
Journalÿof Labor Research,2000-2006
Journalÿof Labor Research,1986-2020
Journalÿfor Labour Market Research,2012-2020
Econom¡aÿJournal,2000-2019 (FULL)
Journalÿof Law and Economics,1969-2020
"Journalÿof Law, Economics, and Organization",1985-2020 (FULL)
"Journalÿof Law, Finance, and Accounting",2016-2020 (FULL)
TheÿJournalÿof Legal Studies,1974-2020
Journalÿof Macroeconomics,1979-2020 (FULL)
Journalÿof Management Analytics,2019-2020
Journalÿof Management and Business Administration. Central Europe,2015-2020
Journalÿof Management & Governance,1997-2020
Journalÿof Management and Human Resource JMHR),2018-2018 (FULL)
Journalÿof Management & Organization,1995-2020 (FULL)
Journalÿof Management and Strategy,2010-2018 (FULL)
Journalÿof Management and Sustainability,2016-2018
Journalÿof Management Control: Zeitschrift fr Planung und Unternehmenssteuerung,2007-2020
Journalÿof Management for Global Sustainable Development,2015-2015 (FULL)
Journalÿof Management Sciences,2014-2020 (FULL)
Journalÿof Management Studies,1964-2020
Journalÿof Maps,2012-2019
Journalÿof Marketing Analytics,2016-2020
Journalÿof Marketing and Consumer Behaviour in Emerging Markets,2015-2018 (FULL)
Journalÿof Marketing and Logistics JML),2018-2019 (FULL)
Journalÿof Marketing Behavior,2015-2019 (FULL)
Journalÿof Marketing for Higher Education,1996-2019
Journalÿof Mathematical Economics,1974-2020 (FULL)
Journalÿof Mathematical Economics and Finance,2015-2018 (FULL)
Journalÿof Mathematics Research,2017-2020
TheÿJournalÿof Mechanism and Institution Design,2016-2019 (FULL)
Journalÿof Media Economics,1997-2018
Journalÿof Monetary Economics,1975-2020 (FULL)
Journalÿof Money and Economy,2009-2019
"Journalÿof Money, Credit and Banking",1969-2013 (FULL)
"Journalÿof Money, Credit and Banking",2007-2020 (FULL)
Journalÿof Multidisciplinary Research,2015-2015
Journalÿof Multinational Financial Management,1997-2020
Journalÿof Multivariate Analysis,1971-2020 (FULL)
Journalÿof Nonparametric Statistics,1997-2020
Journalÿof New Economy,2018-2020
Journalÿof New Media and Mass Communication,2014-2020 (FULL)
Journalÿof Nutrients,2014-2019 (FULL)
Journalÿof Official Statistics,2013-2020
"Journalÿof Open Innovation: Technology, Market, and Complexity",2015-2019 (FULL)
Journalÿof Operations and Supply Chain Management JOSCM),2008-2018 (FULL)
Journalÿof Optimization Theory and Applications,1997-2020
Journalÿof Organization Design,2016-2020
Journalÿof Peace Research,1964-2020
Journalÿof Pension Economics and Finance,2002-2020 (FULL)
TheÿJournalÿof Philosophical Economics,2007-2020 (FULL)
Journalÿof Policy Analysis and Management,1982-2020
Journalÿof Policy Modeling,1979-2020 (FULL)
Journalÿof Policy Research JPR),2015-2019 (FULL)
Journalÿof Political Economy,1893-2020 (FULL)
Journalÿof Population Economics,1988-2021 (FULL)
Journalÿof Population Research,2016-2020
Journalÿof Post Keynesian Economics,1978-2020
Journalÿof Prediction Markets,2007-2015 (FULL)
Journalÿof Private Enterprise,1999-2020
Journalÿof Productivity Analysis,1989-2020
Journalÿof Property Investment & Finance,2007-2020
Journalÿof Property Research,1997-2020
Journalÿof Public Administration and Governance,2019-2020
"Journalÿof Public Administration, Finance and Law",2012-2016
Journalÿof Public Economics,1972-2020 (FULL)
Journalÿof Public Economic Theory,1999-2020 (FULL)
Journalÿof Public Policy,1981-2020 (FULL)
Journalÿof Public Policy & Governance,2014-2015 (FULL)
Journalÿof Quantitative Analysis in Sports,2005-2020 (FULL)
Journalÿof Quantitative Economics,2010-2012
Journalÿof Quantitative Economics,2006-2020
Journalÿof Quantitative Methods,2017-2019 (FULL)
TheÿJournalÿof Real Estate Finance and Economics,1989-2020 (FULL)
Journalÿof Real Estate Research,1986-2017 (FULL)
Journalÿof Regional Analysis and Policy,1971-2017 (FULL)
Journalÿof Regional Development and Planning,2012-2016 (FULL)
Journalÿof Regional Science,2000-2020
Journalÿof Regulatory Economics,1989-2020 (FULL)
Journalÿof Research in Islamic Economics,1983-1985 (FULL)
Journalÿof Retailing,2008-2020
Journalÿof Retailing and Consumer Services,2008-2020
Journalÿof Reviews on Global Economics,2012-2019 (FULL)
Journalÿof Risk & Control,2014-2020 (FULL)
Journalÿof Risk and Financial Management,2008-2020 (FULL)
Journalÿof Risk & Insurance,2003-2020
Journalÿof Risk and Reliability,2006-2020
Journalÿof Risk and Uncertainty,1988-2020 (FULL)
Journalÿof Risk Finance,2007-2020
Journalÿof Risk Research,1998-2020 (FULL)
Journalÿof Rural Cooperation,1996-2014
Journalÿof Rural Development Nongchon-Gyeongje,1978-2019
Journalÿof Rural Economics,2009-2015
Journalÿof Rural Economics and Development,2007-2011
Journalÿof Scheduling,2016-2020
Journalÿof Shipping and Trade,2016-2020 (FULL)
Journalÿof Smart Economic Growth,2016-2019 (FULL)
Journalÿof Social and Administrative Sciences,2014-2018 (FULL)
Journalÿof Social and Development Sciences,2011-2020 (FULL)
Journalÿof Social and Economic Development,1998-2008
Journalÿof Social and Economic Development,2015-2020
Journalÿof Social and Economic Statistics,2012-2017
Journalÿof Social Economics,2014-2016 (FULL)
Journalÿof Social Economics Research,2014-2020 (FULL)
Journalÿof Social Entrepreneurship,2010-2020 (FULL)
Journalÿof Social Policy Conferences,2018-2020
Journalÿof Social Sciences COES&RJ-JSS),2012-2020 (FULL)
TheÿJournalÿof Social Sciences Research,2015-2020 (FULL)
Journalÿof Social Science Studies,2014-2019 (FULL)
Revista de Asistenta si Mediere Sociala -ÿJournalÿof Social Work and Social Mediation,2010-2010
Journalÿof Socioeconomic Engineering,2014-2014
Journalÿof South Asian Development,2006-2020
Journalÿof Spatial and Organizational Dynamics,2013-2020 (FULL)
Journalÿof Statistical Distributions and Applications,2016-2020
Journalÿof Sports Economics,2000-2020
Journalÿof Sports Research,2014-2020 (FULL)
Journalÿof Statistical and Econometric Methods,2012-2020 (FULL)
Journalÿof Statistical Software,1996-2017 (FULL)
"Journalÿof Studies in Dynamics and Change JSDC), ISSN: 2348-7038",2014-2015 (FULL)
Journalÿof Supply Chain Management,2014-2020
Journalÿof Sustainable Finance & Investment,2011-2020 (FULL)
TheÿJournalÿof Technology Transfer,1977-2020
Journalÿof the Academy of Marketing Science,2016-2020
Journalÿof the ASFMRA,2003-2016
Journalÿof the Asia Pacific Economy,1996-2020 (FULL)
Journalÿof the American Planning Association,2010-2020
Journalÿof the American Statistical Association,2001-2011
Journalÿof the American Statistical Association,2011-2020 (FULL)
Journalÿof the Association for Consumer Research,2016-2020 (FULL)
Journalÿof the Association for Information Science & Technology,1976-2020
Journalÿof the Association of Environmental and Resource Economists,2014-2020 (FULL)
Journalÿof the Economic Science Association,2015-2020
TheÿJournalÿof the Economics of Ageing,2013-2020 (FULL)
Journalÿof the European Economic Association,2003-2010 (FULL)
